Dataset	ScanNumber	Ion Injection Time (ms)	Analyzer Temperature	Conversion Parameter B	Conversion Parameter C	Temperature Comp. (ppm)	Space Charge Comp. (ppm)	PS Inj. Time (ms)	Analog Input 1 (V)	Analog Input 2 (V)	Scan Filter Text
301469	144	100.000	30.64	67831356.9885	-15925986.9466	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	145	100.000	30.64	67831356.7967	-15925986.8572	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	146	100.000	30.64	67831357.3657	-15925987.1239	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	147	100.000	30.64	67831357.1058	-15925987.0022	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	148	100.000	30.64	67831357.2711	-15925987.0792	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	149	100.000	30.64	67831357.7219	-15925987.2912	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	150	100.000	30.64	67831357.4198	-15925987.1500	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	151	100.000	30.64	67831357.1952	-15925987.0440	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	152	100.000	30.64	67831357.7430	-15925987.3006	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	153	100.000	30.64	67831357.3120	-15925987.0994	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	154	100.000	30.64	67831356.8598	-15925986.8866	-5.11	-0.04	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	155	100.000	30.64	67831356.7729	-15925986.8448	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	156	100.000	30.64	67831357.0531	-15925986.9775	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	157	100.000	30.64	67831357.2019	-15925987.0472	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	158	100.000	30.64	67831356.9960	-15925986.9511	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	159	100.000	30.64	67831357.5019	-15925987.1878	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	160	100.000	30.64	67831357.0311	-15925986.9661	-5.11	-0.04	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	161	100.000	30.64	67831357.2690	-15925987.0781	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	162	100.000	30.64	67831357.2375	-15925987.0640	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	163	100.000	30.64	67831357.1944	-15925987.0432	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	164	100.000	30.64	67831357.0590	-15925986.9794	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	165	100.000	30.64	67831357.8591	-15925987.3559	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	166	100.000	30.64	67831356.4616	-15925986.6999	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	167	100.000	30.64	67831357.7889	-15925987.3220	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	168	100.000	30.64	67831357.4492	-15925987.1625	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	169	100.000	30.64	67831357.2845	-15925987.0857	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	170	100.000	30.64	67831356.8601	-15925986.8867	-5.11	-0.04	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	171	100.000	30.64	67831357.3802	-15925987.1301	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	172	100.000	30.64	67831356.8245	-15925986.8699	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	173	100.000	30.64	67831357.2326	-15925987.0617	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	174	100.000	30.64	67831357.0985	-15925986.9982	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	175	100.000	30.64	67831357.5445	-15925987.2080	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	176	100.000	30.64	67831357.1868	-15925987.0403	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	177	100.000	30.64	67831357.0978	-15925986.9981	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	178	100.000	30.64	67831357.1100	-15925987.0043	-5.11	-0.04	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	179	100.000	30.64	67831356.8625	-15925986.8867	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	180	100.000	30.64	67831357.1276	-15925987.0118	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	181	100.000	30.64	67831357.2439	-15925987.0661	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	182	100.000	30.64	67831357.4357	-15925987.1560	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	183	100.000	30.64	67831357.8442	-15925987.3491	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	184	100.000	30.64	67831357.0407	-15925986.9717	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	185	100.000	30.64	67831358.1811	-15925987.5068	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	186	100.000	30.64	67831357.5465	-15925987.2095	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	187	100.000	30.64	67831357.6397	-15925987.2528	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	188	100.000	30.64	67831357.2515	-15925987.0701	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	189	100.000	30.64	67831356.9709	-15925986.9385	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	190	100.000	30.64	67831357.3893	-15925987.1350	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	191	100.000	30.64	67831357.5289	-15925987.2004	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	192	100.000	30.64	67831357.4711	-15925987.1733	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	193	100.000	30.64	67831357.4929	-15925987.1835	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	194	100.000	30.64	67831356.8495	-15925986.8814	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	195	100.000	30.64	67831357.1617	-15925987.0277	-5.11	-0.04	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	196	100.000	30.64	67831356.1237	-15925986.5402	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	197	100.000	30.64	67831357.1915	-15925987.0420	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	198	100.000	30.64	67831357.0599	-15925986.9807	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	199	100.000	30.64	67831356.8473	-15925986.8808	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	200	100.000	30.64	67831357.0516	-15925986.9771	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	201	100.000	30.64	67831356.7473	-15925986.8343	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	202	100.000	30.64	67831357.2559	-15925987.0717	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	203	100.000	30.64	67831357.0484	-15925986.9752	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	204	100.000	30.64	67831356.7649	-15925986.8413	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	205	100.000	30.64	67831357.0848	-15925986.9916	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	206	100.000	30.64	67831357.1000	-15925986.9991	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	207	100.000	30.64	67831356.5377	-15925986.7352	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	208	100.000	30.64	67831356.6694	-15925986.7964	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	209	100.000	30.64	67831357.1259	-15925987.0114	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	210	100.000	30.64	67831357.1179	-15925987.0073	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	211	100.000	30.64	67831356.9678	-15925986.9367	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	212	100.000	30.64	67831356.1721	-15925986.5623	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	213	100.000	30.64	67831357.6058	-15925987.2358	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	214	100.000	30.64	67831357.8180	-15925987.3351	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	215	100.000	30.64	67831357.1979	-15925987.0446	-5.11	-0.03	50.000	0.003	-0.001	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	216	100.000	30.64	67831357.8578	-15925987.3556	-5.11	-0.03	50.000	0.003	-0.001	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	217	100.000	30.64	67831357.8694	-15925987.3612	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	218	100.000	30.64	67831357.3286	-15925987.1062	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	219	100.000	30.64	67831357.4099	-15925987.1443	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	220	100.000	30.64	67831357.3579	-15925987.1198	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	221	100.000	30.64	67831357.2493	-15925987.0690	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	222	100.000	30.64	67831357.2200	-15925987.0554	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	223	100.000	30.64	67831357.3657	-15925987.1233	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	224	100.000	30.64	67831357.1291	-15925987.0127	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	225	100.000	30.64	67831357.0805	-15925986.9901	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	226	100.000	30.64	67831356.9654	-15925986.9361	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	227	100.000	30.64	67831357.3532	-15925987.1181	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	228	100.000	30.64	67831357.3321	-15925987.1087	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	229	100.000	30.64	67831357.8398	-15925987.3458	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	230	100.000	30.64	67831356.8507	-15925986.8816	-5.11	-0.04	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	231	100.000	30.64	67831357.8254	-15925987.3402	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	232	100.000	30.64	67831357.6482	-15925987.2570	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	233	100.000	30.64	67831357.3381	-15925987.1112	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	234	100.000	30.64	67831357.3798	-15925987.1311	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	235	100.000	30.64	67831357.5147	-15925987.1942	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	236	100.000	30.64	67831357.2034	-15925987.0481	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	237	100.000	30.64	67831357.3696	-15925987.1253	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	238	100.000	30.64	67831357.7528	-15925987.3051	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	239	100.000	30.64	67831357.2202	-15925987.0554	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	240	100.000	30.64	67831357.4625	-15925987.1702	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	241	100.000	30.64	67831357.0884	-15925986.9942	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	242	100.000	30.64	67831357.2973	-15925987.0915	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	243	100.000	30.64	67831357.8673	-15925987.3590	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	244	100.000	30.64	67831357.2798	-15925987.0840	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	245	100.000	30.64	67831357.2301	-15925987.0617	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	246	100.000	30.64	67831357.3975	-15925987.1397	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	247	100.000	30.64	67831357.9307	-15925987.3890	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	248	100.000	30.64	67831357.9272	-15925987.3865	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	249	100.000	30.64	67831357.8099	-15925987.3326	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	250	100.000	30.64	67831357.5135	-15925987.1934	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	251	100.000	30.64	67831357.3929	-15925987.1364	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	252	100.000	30.64	67831356.4470	-15925986.6920	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	253	100.000	30.64	67831357.5577	-15925987.2144	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	254	100.000	30.64	67831357.4665	-15925987.1711	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	255	100.000	30.64	67831357.3408	-15925987.1113	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	256	100.000	30.64	67831357.6785	-15925987.2709	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	257	100.000	30.64	67831357.5930	-15925987.2306	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	258	100.000	30.64	67831357.2322	-15925987.0611	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	259	100.000	30.64	67831357.2567	-15925987.0724	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	260	100.000	30.64	67831357.3456	-15925987.1146	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	261	100.000	30.64	67831357.5401	-15925987.2058	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	262	100.000	30.64	67831357.8663	-15925987.3582	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	263	100.000	30.64	67831358.0048	-15925987.4238	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	264	100.000	30.64	67831357.5333	-15925987.2025	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	265	100.000	30.64	67831357.5694	-15925987.2205	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	266	100.000	30.64	67831357.9306	-15925987.3890	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	267	100.000	30.64	67831357.6103	-15925987.2380	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	268	100.000	30.64	67831357.1762	-15925987.0344	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	269	100.000	30.64	67831357.3330	-15925987.1089	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	270	100.000	30.64	67831357.9598	-15925987.4026	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	271	100.000	30.64	67831357.6136	-15925987.2393	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	272	100.000	30.64	67831357.9100	-15925987.3802	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	273	100.000	30.64	67831357.6838	-15925987.2738	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	274	100.000	30.64	67831357.4881	-15925987.1818	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	275	100.000	30.64	67831357.6913	-15925987.2778	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	276	100.000	30.64	67831357.7035	-15925987.2823	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	277	100.000	30.64	67831357.8372	-15925987.3452	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	278	100.000	30.64	67831357.5763	-15925987.2216	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	279	100.000	30.64	67831357.6665	-15925987.2652	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	280	100.000	30.64	67831357.1279	-15925987.0119	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	281	100.000	30.64	67831357.7057	-15925987.2840	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	282	100.000	30.64	67831357.5012	-15925987.1871	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	283	100.000	30.64	67831357.6354	-15925987.2501	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	284	100.000	30.64	67831357.6591	-15925987.2618	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	285	100.000	30.64	67831356.9939	-15925986.9495	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	286	100.000	30.64	67831357.7755	-15925987.3167	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	287	100.000	30.64	67831357.5323	-15925987.2017	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	288	100.000	30.64	67831356.9765	-15925986.9409	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	289	100.000	30.64	67831357.6722	-15925987.2683	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	290	100.000	30.64	67831357.7006	-15925987.2811	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	291	100.000	30.64	67831357.1333	-15925987.0154	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	292	100.000	30.64	67831357.5503	-15925987.2110	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
