Dataset	ScanNumber	Ion Injection Time (ms)	Analyzer Temperature	Conversion Parameter B	Conversion Parameter C	Temperature Comp. (ppm)	Space Charge Comp. (ppm)	PS Inj. Time (ms)	Analog Input 1 (V)	Analog Input 2 (V)	Scan Filter Text
301469	293	100.000	30.64	67831357.8785	-15925987.3644	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	294	100.000	30.64	67831357.3689	-15925987.1252	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	295	100.000	30.64	67831356.9838	-15925986.9443	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	296	100.000	30.64	67831356.9827	-15925986.9446	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	297	100.000	30.64	67831357.5164	-15925987.1941	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	298	100.000	30.64	67831357.0559	-15925986.9781	-5.11	-0.04	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	299	100.000	30.64	67831357.2155	-15925987.0538	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	300	100.000	30.64	67831358.0170	-15925987.4301	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	301	100.000	30.64	67831356.7614	-15925986.8393	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	302	100.000	30.64	67831357.7320	-15925987.2969	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	303	100.000	30.64	67831357.6180	-15925987.2426	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	304	100.000	30.64	67831357.2463	-15925987.0683	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	305	100.000	30.64	67831357.5134	-15925987.1939	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	306	100.000	30.64	67831357.8285	-15925987.3409	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	307	100.000	30.64	67831357.4720	-15925987.1746	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	308	100.000	30.64	67831357.8557	-15925987.3546	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	309	100.000	30.64	67831357.4679	-15925987.1726	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	310	100.000	30.64	67831357.5338	-15925987.2032	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	311	100.000	30.64	67831357.3980	-15925987.1399	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	312	100.000	30.64	67831357.7733	-15925987.3156	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	313	100.000	30.64	67831357.4898	-15925987.1816	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	314	100.000	30.64	67831357.8128	-15925987.3338	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	315	100.000	30.64	67831357.4675	-15925987.1713	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	316	100.000	30.64	67831357.8228	-15925987.3379	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	317	100.000	30.64	67831357.9264	-15925987.3869	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	318	100.000	30.64	67831357.4722	-15925987.1736	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	319	100.000	30.64	67831357.2055	-15925987.0486	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	320	100.000	30.64	67831357.5049	-15925987.1897	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	321	100.000	30.64	67831357.6874	-15925987.2752	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	322	100.000	30.64	67831357.9003	-15925987.3757	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	323	100.000	30.64	67831357.6912	-15925987.2766	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	324	100.000	30.64	67831357.6308	-15925987.2484	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	325	100.000	30.64	67831357.9784	-15925987.4109	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	326	100.000	30.64	67831357.9851	-15925987.4153	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	327	100.000	30.64	67831357.7996	-15925987.3274	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	328	100.000	30.64	67831357.5680	-15925987.2191	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	329	100.000	30.64	67831357.2801	-15925987.0841	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	330	100.000	30.64	67831357.2652	-15925987.0772	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	331	100.000	30.64	67831357.2404	-15925987.0652	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	332	100.000	30.64	67831357.6368	-15925987.2521	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	333	100.000	30.64	67831356.9975	-15925986.9509	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	334	100.000	30.64	67831357.7284	-15925987.2944	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	335	100.000	30.64	67831357.7667	-15925987.3123	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	336	100.000	30.64	67831357.4717	-15925987.1740	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	337	100.000	30.64	67831357.0592	-15925986.9795	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	338	100.000	30.64	67831357.3619	-15925987.1224	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	339	100.000	30.64	67831357.2324	-15925987.0611	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	340	100.000	30.64	67831357.8387	-15925987.3461	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	341	100.000	30.64	67831357.4834	-15925987.1796	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	342	100.000	30.64	67831357.4189	-15925987.1487	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	343	100.000	30.64	67831356.8088	-15925986.8623	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	344	100.000	30.64	67831357.4727	-15925987.1748	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	345	100.000	30.64	67831357.1339	-15925987.0150	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	346	100.000	30.64	67831357.6125	-15925987.2396	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	347	100.000	30.64	67831357.3216	-15925987.1034	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	348	100.000	30.64	67831357.0360	-15925986.9695	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	349	100.000	30.64	67831357.7750	-15925987.3165	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	350	100.000	30.64	67831357.8390	-15925987.3462	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	351	100.000	30.64	67831357.0062	-15925986.9541	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	352	100.000	30.64	67831357.2855	-15925987.0865	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	353	100.000	30.64	67831357.8276	-15925987.3412	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	354	100.000	30.64	67831357.4777	-15925987.1765	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	355	100.000	30.64	67831357.0976	-15925986.9986	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	356	100.000	30.64	67831357.5671	-15925987.2189	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	357	100.000	30.64	67831357.7283	-15925987.2949	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	358	100.000	30.64	67831357.5953	-15925987.2322	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	359	100.000	30.64	67831357.2919	-15925987.0891	-5.11	-0.03	50.000	-0.006	-0.001	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	360	100.000	30.64	67831357.5226	-15925987.1972	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	361	100.000	30.64	67831357.5077	-15925987.1903	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	362	100.000	30.64	67831357.5314	-15925987.2032	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	363	100.000	30.64	67831357.3596	-15925987.1219	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	364	100.000	30.64	67831357.5557	-15925987.2128	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	365	100.000	30.64	67831357.0506	-15925986.9758	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	366	100.000	30.64	67831357.6552	-15925987.2598	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	367	100.000	30.64	67831357.5325	-15925987.2023	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	368	100.000	30.64	67831357.7327	-15925987.2965	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	369	100.000	30.64	67831357.1774	-15925987.0353	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	370	100.000	30.64	67831357.3161	-15925987.1004	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	371	100.000	30.64	67831357.2507	-15925987.0705	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	372	100.000	30.64	67831357.5669	-15925987.2183	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	373	100.000	30.64	67831357.5867	-15925987.2274	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	374	100.000	30.64	67831357.2956	-15925987.0911	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	375	100.000	30.64	67831357.2971	-15925987.0915	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	376	100.000	30.64	67831357.7665	-15925987.3123	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	377	100.000	30.64	67831357.2507	-15925987.0693	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	378	100.000	30.64	67831357.5050	-15925987.1891	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	379	100.000	30.64	67831357.6885	-15925987.2749	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	380	100.000	30.64	67831357.8892	-15925987.3697	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	381	100.000	30.64	67831357.6623	-15925987.2637	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	382	100.000	30.64	67831357.6514	-15925987.2583	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	383	100.000	30.64	67831357.5091	-15925987.1912	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	384	100.000	30.64	67831357.4945	-15925987.1839	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	385	100.000	30.64	67831357.9005	-15925987.3752	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	386	100.000	30.64	67831357.6938	-15925987.2778	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	387	100.000	30.64	67831357.6812	-15925987.2721	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	388	100.000	30.64	67831357.3458	-15925987.1153	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	389	100.000	30.64	67831357.4187	-15925987.1492	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	390	100.000	30.64	67831356.9286	-15925986.9179	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	391	100.000	30.64	67831357.5198	-15925987.1965	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	392	100.000	30.64	67831357.0831	-15925986.9924	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	393	100.000	30.64	67831357.3934	-15925987.1365	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	394	100.000	30.64	67831357.3214	-15925987.1028	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	395	100.000	30.64	67831356.8537	-15925986.8835	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	396	100.000	30.64	67831357.0998	-15925986.9991	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	397	100.000	30.64	67831357.3291	-15925987.1068	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	398	100.000	30.64	67831357.1249	-15925987.0106	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	399	100.000	30.64	67831357.3391	-15925987.1120	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	400	100.000	30.64	67831356.5483	-15925986.7399	-5.11	-0.04	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	401	100.000	30.64	67831357.3625	-15925987.1231	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	402	100.000	30.64	67831356.9870	-15925986.9457	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	403	100.000	30.64	67831357.8146	-15925987.3342	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	404	100.000	30.64	67831357.8469	-15925987.3491	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	405	100.000	30.64	67831357.4319	-15925987.1551	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	406	100.000	30.64	67831357.7339	-15925987.2968	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	407	100.000	30.64	67831357.8062	-15925987.3306	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	408	100.000	30.64	67831356.9798	-15925986.9434	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	409	100.000	30.64	67831357.3829	-15925987.1324	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	410	100.000	30.64	67831357.6567	-15925987.2607	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	411	100.000	30.64	67831357.2635	-15925987.0768	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	412	100.000	30.64	67831357.1870	-15925987.0398	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	413	100.000	30.64	67831357.8190	-15925987.3370	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	414	100.000	30.64	67831357.1353	-15925987.0158	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	415	100.000	30.64	67831357.5036	-15925987.1888	-5.11	-0.03	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	416	100.000	30.64	67831357.0704	-15925986.9854	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	417	100.000	30.64	67831357.1909	-15925987.0424	-5.11	-0.03	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	418	100.000	30.64	67831357.0807	-15925986.9896	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	419	100.000	30.64	67831357.1086	-15925987.0040	-5.11	-0.04	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	420	100.000	30.64	67831356.4506	-15925986.6945	-5.11	-0.04	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	421	100.000	30.64	67831357.0228	-15925986.9630	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	422	100.000	30.64	67831355.6298	-15925986.3080	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	423	100.000	30.64	67831356.9996	-15925986.9520	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	424	100.000	30.64	67831355.7742	-15925986.3768	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	425	100.000	30.64	67831355.7789	-15925986.3784	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	426	100.000	30.64	67831356.1748	-15925986.5652	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	427	100.000	30.64	67831356.0797	-15925986.5198	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	428	100.000	30.64	67831355.5373	-15925986.2644	-5.11	-0.05	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	429	100.000	30.64	67831356.0774	-15925986.5187	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	430	100.000	30.64	67831356.3392	-15925986.6425	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	431	100.000	30.64	67831355.8258	-15925986.4007	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	432	100.000	30.64	67831356.1505	-15925986.5538	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	433	100.000	30.64	67831356.6091	-15925986.7693	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	434	100.000	30.64	67831356.5398	-15925986.7373	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	435	100.000	30.64	67831356.5369	-15925986.7350	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	436	100.000	30.64	67831356.1081	-15925986.5338	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	437	100.000	30.64	67831355.9636	-15925986.4656	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	438	100.000	30.64	67831356.2279	-15925986.5905	-5.11	-0.04	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	439	100.000	30.64	67831356.6539	-15925986.7900	-5.11	-0.04	50.000	-0.006	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	440	100.000	30.64	67831355.8477	-15925986.4120	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
301469	441	100.000	30.64	67831356.6109	-15925986.7692	-5.11	-0.04	50.000	-0.001	0	FTMS {1,1}  + p NSI Full ms2 1000.00@hcd25.00 [300.00-2000.00]
