Dataset	ScanNumber	Ion Injection Time (ms)	Elapsed Scan Time (sec)	Charge State	Monoisotopic M/Z	Scan Filter Text	Source Voltage (kV)	Source Current (uA)
407579	267	0.284	1.78	1	222.9785	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.70
407579	268	0.297	1.78	1	223.0597	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	269	0.322	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.57
407579	270	0.311	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.58
407579	271	0.300	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	272	0.325	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	273	0.297	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.60
407579	274	0.312	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.61
407579	275	0.305	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.62
407579	276	0.297	1.78	1	223.0762	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.63
407579	277	0.282	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.66
407579	278	0.284	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.70
407579	279	0.277	1.78	1	223.0803	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.74
407579	280	0.271	1.78	1	222.9348	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.54
407579	281	0.273	1.78	1	222.9839	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.58
407579	282	0.251	1.78	1	223.0247	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	283	0.244	1.78	1	222.9546	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	284	0.251	1.78	1	223.0398	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	285	0.206	1.78	1	223.0315	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	286	0.238	1.78	1	223.0445	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.58
407579	287	0.245	1.78	1	223.0162	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.58
407579	288	0.251	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.61
407579	289	0.264	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.66
407579	290	0.267	1.78	1	223.0224	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.68
407579	291	0.267	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.69
407579	292	0.256	1.78	1	223.0065	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.74
407579	293	0.244	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.53
407579	294	0.270	1.78	1	223.0154	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.54
407579	295	0.267	1.78	1	222.9746	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.58
407579	296	0.241	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.53
407579	297	0.244	1.78	1	223.0710	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.55
407579	298	0.251	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.55
407579	299	0.232	1.78	1	223.0002	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	300	0.206	1.78	1	223.0187	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	301	0.268	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.61
407579	302	0.255	1.78	1	223.0195	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.65
407579	303	0.256	1.78	1	223.0624	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.63
407579	304	0.262	1.78	1	223.0574	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.65
407579	305	0.293	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.67
407579	306	0.280	1.78	1	223.0103	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.70
407579	307	0.298	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	308	0.285	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	309	0.285	1.78	1	223.0622	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.58
407579	310	0.264	1.78	1	223.0054	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	311	0.303	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	312	0.282	1.78	1	222.9944	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.58
407579	313	0.274	1.78	1	223.0162	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.60
407579	314	0.291	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.63
407579	315	0.268	1.78	1	223.0791	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.66
407579	316	0.296	1.78	1	223.0027	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.66
407579	317	0.276	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.65
407579	318	0.251	1.78	1	223.0897	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.68
407579	319	0.249	1.78	1	223.0575	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.72
407579	320	0.258	1.78	1	223.0305	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.60
407579	321	0.266	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.54
407579	322	0.262	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.55
407579	323	0.245	1.78	1	223.0530	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	324	0.245	1.78	1	223.0591	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	325	0.231	1.78	1	223.0764	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.57
407579	326	0.231	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	327	0.240	1.78	1	223.0561	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.61
407579	328	0.259	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.64
407579	329	0.256	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.67
407579	330	0.249	1.78	1	223.0541	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.68
407579	331	0.260	1.78	1	222.9348	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.69
407579	332	0.269	1.78	1	223.0576	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.70
407579	333	0.259	1.78	1	223.0210	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.76
407579	334	0.257	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	335	0.239	1.78	1	223.0553	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.55
407579	336	0.281	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.54
407579	337	0.294	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.55
407579	338	0.251	1.78	1	222.9903	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.55
407579	339	0.244	1.78	1	223.0556	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.60
407579	340	0.263	1.78	1	223.0671	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.62
407579	341	0.227	1.78	1	223.0232	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.61
407579	342	0.254	1.78	1	222.9536	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.65
407579	343	0.244	1.78	1	222.9979	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.69
407579	344	0.246	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.67
407579	345	0.253	1.78	1	223.0228	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.70
407579	346	0.275	1.78	1	223.0052	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	347	0.255	1.78	1	223.0222	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.52
407579	348	0.271	1.78	1	222.9936	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	349	0.273	1.78	1	223.0502	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	350	0.281	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	351	0.270	1.78	1	152.0230	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.57
407579	352	0.261	1.78	1	223.0577	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.57
407579	353	0.259	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.26	0.61
407579	354	0.267	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.60
407579	355	0.250	1.78	1	223.0466	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.64
407579	356	0.269	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.65
407579	357	0.287	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.67
407579	358	0.266	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.63
407579	359	0.254	1.78	1	222.9703	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.70
407579	360	0.260	1.78	1	222.9720	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.53
407579	361	0.242	1.78	1	223.0595	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	362	0.242	1.78	1	223.0359	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.51
407579	363	0.235	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.55
407579	364	0.224	1.78	1	223.0241	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.55
407579	365	0.234	1.78	1	223.0369	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.55
407579	366	0.205	1.78	1	223.0471	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.57
407579	367	0.185	1.78	1	223.0036	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	368	0.210	1.78	1	223.0986	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	369	0.222	1.78	1	222.9719	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.63
407579	370	0.230	1.78	1	222.9585	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.65
407579	371	0.242	1.78	1	222.9179	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.66
407579	372	0.244	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.72
407579	373	0.238	1.78	1	223.0013	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	374	0.244	1.78	1	208.0577	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.52
407579	375	0.251	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.52
407579	376	0.247	1.78	1	223.0629	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.52
407579	377	0.234	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.54
407579	378	0.243	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.52
407579	379	0.244	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	380	0.232	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.55
407579	381	0.237	1.78	1	223.0427	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	382	0.225	1.78	1	222.9736	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.60
407579	383	0.211	1.78	1	222.9733	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.64
407579	384	0.226	1.78	1	223.0548	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.69
407579	385	0.232	1.78	1	222.9184	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	386	0.231	1.78	1	223.0962	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	387	0.236	1.78	1	279.0369	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.48
407579	388	0.238	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.51
407579	389	0.235	1.78	1	363.0698	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	390	0.221	1.78	1	222.9898	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	391	0.236	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	392	0.201	1.78	1	222.9265	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.53
407579	393	0.219	1.78	1	223.0368	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.55
407579	394	0.209	1.78	1	223.0692	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	395	0.196	1.78	1	223.0130	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	396	0.208	1.78	1	223.0434	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.62
407579	397	0.192	1.78	1	223.0202	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.65
407579	398	0.228	1.78	1	222.9949	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.68
407579	399	0.198	1.78	1	223.0800	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.51
407579	400	0.187	1.78	1	223.0405	ITMS + p NSI Z ms [150.00-2000.00]	2.24	0.53
407579	401	0.149	1.78	1	195.0637	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.52
407579	402	0.208	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.53
407579	403	0.214	1.78	1	223.0572	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.53
407579	404	0.197	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.52
407579	405	0.200	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.55
407579	406	0.198	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	407	0.196	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	408	0.182	1.78	1	222.9850	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	409	0.195	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.61
407579	410	0.179	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.60
407579	411	0.171	1.78	1	223.0179	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.61
407579	412	0.169	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.49
407579	413	0.170	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	414	0.154	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.49
407579	415	0.165	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.52
407579	416	0.169	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.51
407579	417	0.156	1.78	1	222.9863	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.51
407579	418	0.150	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	419	0.166	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.54
407579	420	0.165	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.57
407579	421	0.166	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	422	0.157	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.57
407579	423	0.160	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	424	0.155	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	425	0.150	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.55
407579	426	0.143	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	427	0.142	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	428	0.142	1.78	1	223.0939	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.65
407579	429	0.136	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.64
407579	430	0.147	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	431	0.139	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.48
407579	432	0.142	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.49
407579	433	0.138	1.78	1	223.0232	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	434	0.133	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	435	0.129	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.48
407579	436	0.147	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.51
407579	437	0.133	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.55
407579	438	0.143	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.53
407579	439	0.142	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.57
407579	440	0.136	1.78	1	223.0806	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.61
407579	441	0.131	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.62
407579	442	0.136	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.48
407579	443	0.142	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.45
407579	444	0.138	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.45
407579	445	0.139	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.45
407579	446	0.134	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.49
407579	447	0.138	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	448	0.137	1.78	1	222.9713	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.51
407579	449	0.127	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.53
407579	450	0.139	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	451	0.138	1.78	1	195.0762	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	452	0.134	1.78	1	270.2422	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.61
407579	453	0.135	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.61
407579	454	0.143	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	455	0.139	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.49
407579	456	0.118	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	457	0.137	1.78	1	223.1276	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	458	0.133	1.78	2	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	459	0.124	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	460	0.132	1.78	1	223.0389	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	461	0.133	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.51
407579	462	0.128	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.52
407579	463	0.140	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.58
407579	464	0.130	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	465	0.141	1.78	1	223.0921	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.61
407579	466	0.138	1.78	1	195.0116	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	467	0.135	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	468	0.134	1.78	1	223.0805	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	469	0.129	1.78	1	223.0230	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	470	0.133	1.78	1	223.0040	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	471	0.133	1.78	1	223.0299	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	472	0.130	1.78	1	222.9834	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.49
407579	473	0.125	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.54
407579	474	0.120	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.53
407579	475	0.138	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	476	0.134	1.78	2	222.9653	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	477	0.135	1.78	1	223.0153	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.63
407579	478	0.134	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.42
407579	479	0.130	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	480	0.139	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	481	0.137	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	482	0.140	1.78	1	195.0328	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.48
407579	483	0.131	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.41
407579	484	0.130	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.41
407579	485	0.137	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.41
407579	486	0.133	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	487	0.134	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	488	0.134	1.78	1	223.0000	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	489	0.131	1.78	1	222.9928	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	490	0.126	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	491	0.132	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.48
407579	492	0.121	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.54
407579	493	0.130	1.78	1	223.0650	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	494	0.142	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.58
407579	495	0.131	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	496	0.124	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	497	0.132	1.78	1	222.9732	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	498	0.134	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	499	0.130	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	500	0.134	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	501	0.138	1.78	1	223.0322	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	502	0.135	1.78	1	223.0112	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.44
407579	503	0.132	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.48
407579	504	0.136	1.78	2	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.49
407579	505	0.133	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.49
407579	506	0.131	1.78	3	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.53
407579	507	0.122	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.60
407579	508	0.120	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	509	0.132	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.24	0.47
407579	510	0.130	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	511	0.126	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	512	0.138	1.78	2	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	513	0.136	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	514	0.128	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	515	0.127	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.45
407579	516	0.113	1.78	1	270.2882	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.51
407579	517	0.124	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.51
407579	518	0.129	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.56
407579	519	0.107	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.58
407579	520	0.131	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.60
407579	521	0.123	1.78	1	222.9466	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	522	0.114	1.78	1	223.0732	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	523	0.115	1.78	1	223.0670	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.54
407579	524	0.134	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.57
407579	525	0.129	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.59
407579	526	0.128	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	527	0.129	1.78	1	222.9768	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	528	0.136	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	529	0.127	1.78	1	195.0568	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	530	0.132	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.47
407579	531	0.120	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.50
407579	532	0.128	1.78	1	223.0031	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
407579	533	0.125	1.78	1	222.9926	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.51
407579	534	0.124	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.51
407579	535	0.130	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.53
407579	536	0.130	1.78	1	223.0665	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.57
407579	537	0.124	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.62
407579	538	0.127	1.78	0	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.61
407579	539	0.123	1.78	1	223.0229	ITMS + p NSI Z ms [150.00-2000.00]	2.24	0.44
407579	540	0.122	1.78	1	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.43
407579	541	0.125	1.78	1	223.0222	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.42
407579	542	0.122	1.78	5	0	ITMS + p NSI Z ms [150.00-2000.00]	2.25	0.46
