Dataset	ScanNumber	Micro Scan Count	Ion Injection Time (ms)	Elapsed Scan Time (sec)	API Source CID Energy	Average Scan by Inst	Charge State	Monoisotopic M/Z	FT Analyzer Settings	FT Analyzer Message	FT Resolution	Conversion Parameter B	Conversion Parameter C	Scan Filter Text	Source Voltage (kV)	Source Current (uA)	Source Temp (°C)
400657	149	3	24.023	2.65	0	No	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.45	160.12
400657	150	3	29.690	2.66	0	No	1	393.0845	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.42	160.09
400657	151	3	24.524	2.64	0	No	1	393.0846	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.44	159.88
400657	152	3	25.325	2.65	0	No	1	393.0847	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.42	159.94
400657	153	3	23.709	2.65	0	No	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.43	159.91
400657	154	3	27.819	2.66	0	No	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.40	159.88
400657	155	3	26.636	2.65	0	No	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.41	159.85
400657	156	3	27.701	2.66	0	No	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.49	0.46	160.27
400657	157	3	30.449	2.67	0	No	1	393.0847	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.41	160.06
400657	158	3	31.313	2.67	0	No	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.42	160.00
400657	159	3	26.432	2.65	0	No	1	393.0846	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.39	160.03
400657	160	3	27.408	2.66	0	No	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.40	159.97
400657	161	3	27.986	2.66	0	No	1	393.0847	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.43	159.94
400657	162	3	25.709	2.65	0	No	1	393.0845	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.41	159.91
400657	163	3	27.615	2.65	0	No	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.39	160.03
400657	164	3	26.473	2.65	0	No	1	393.0847	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.43	159.91
400657	165	3	23.114	2.65	0	No	1	393.0845	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.39	159.97
400657	166	1	0.135	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	159.97
400657	167	1	0.138	0.13	0	No	1	393.0244			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	159.97
400657	168	1	0.190	0.13	0	No	1	393.1000			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	159.97
400657	169	1	0.193	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	159.97
400657	170	1	0.135	0.13	0	No	0	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	159.97
400657	171	1	0.177	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	159.97
400657	172	1	0.166	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	159.97
400657	173	1	0.164	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	159.97
400657	174	1	0.236	0.13	0	No	1	305.1112			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	159.97
400657	175	1	0.178	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	159.97
400657	176	1	0.128	0.13	0	No	0	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.47	160.03
400657	177	1	0.129	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.47	160.03
400657	178	1	0.155	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.47	160.03
400657	179	1	0.149	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.47	160.03
400657	180	1	0.149	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.47	160.03
400657	181	1	0.154	0.13	0	No	1	393.0970			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.47	160.03
400657	182	1	0.150	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.47	160.03
400657	183	1	0.192	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.47	160.03
400657	184	1	0.164	0.13	0	No	1	305.0918			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.47	160.03
400657	185	1	0.135	0.13	0	No	1	305.0923			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.47	160.03
400657	186	1	0.129	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.48	159.94
400657	187	1	0.142	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.48	159.94
400657	188	1	0.194	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.48	159.94
400657	189	1	0.139	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.48	159.94
400657	190	1	0.140	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.48	159.94
400657	191	1	0.134	0.13	0	No	1	393.0828			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.48	159.94
400657	192	1	0.178	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.48	159.94
400657	193	1	0.195	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.48	159.94
400657	194	1	0.185	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.48	159.94
400657	195	1	0.128	0.13	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.48	159.94
400657	196	1	0.135	0.13	0	No	1	393.1177			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.48	159.94
400657	197	5	0.164	0.60	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.49	0.44	160.03
400657	198	5	0.136	0.60	0	No	1	305.0754			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.49	0.44	160.03
400657	199	5	0.158	0.60	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.49	0.44	160.03
400657	200	5	0.192	0.60	0	No	0	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.49	0.45	160.06
400657	201	5	0.174	0.60	0	No	0	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.49	0.45	160.06
400657	202	5	0.174	0.60	0	No	0	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.49	0.45	160.06
400657	203	5	0.174	0.60	0	No	1	305.0180			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.39	160.00
400657	204	5	0.162	0.60	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.39	160.00
400657	205	5	0.174	0.60	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.39	160.00
400657	206	5	0.138	0.60	0	No	0	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	160.03
400657	207	5	0.182	0.60	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	160.03
400657	208	5	0.187	0.60	0	No	0	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	160.03
400657	209	5	0.144	0.60	0	No	1	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.39	159.88
400657	210	5	0.164	0.60	0	No	0	0			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.39	159.88
400657	211	5	0.170	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.40	160.00
400657	212	5	0.196	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.40	160.00
400657	213	5	0.158	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.40	160.00
400657	214	5	0.211	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.41	160.21
400657	215	5	0.258	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.41	160.21
400657	216	5	0.205	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.41	160.21
400657	217	5	0.243	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.39	160.06
400657	218	5	0.175	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.39	160.06
400657	219	5	0.191	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.39	160.06
400657	220	5	0.192	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.43	160.00
400657	221	5	0.157	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.43	160.00
400657	222	5	0.191	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.43	160.00
400657	223	5	0.184	0.60	35.00	No	1	261.0801			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.50	160.09
400657	224	5	0.180	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.50	160.09
400657	225	5	0.241	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.50	160.09
400657	226	5	0.189	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.45	160.03
400657	227	5	0.239	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.45	160.03
400657	228	5	0.210	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.45	160.03
400657	229	5	0.178	0.61	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.45	160.03
400657	230	5	0.194	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.47	159.88
400657	231	5	0.164	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.47	159.88
400657	232	5	0.201	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.47	159.88
400657	233	5	0.230	0.60	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.45	160.00
400657	234	10	0.217	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.45	160.00
400657	235	10	0.211	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.45	159.76
400657	236	10	0.195	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.49	159.91
400657	237	10	0.197	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.49	159.91
400657	238	10	0.222	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.42	159.94
400657	239	10	0.211	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.42	159.94
400657	240	10	0.210	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.44	159.97
400657	241	10	0.221	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.45	160.12
400657	242	10	0.187	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.49	159.94
400657	243	10	0.191	1.18	35.00	No	1	261.0913			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.49	159.94
400657	244	10	0.230	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.52	160.03
400657	245	10	0.221	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.52	160.03
400657	246	10	0.196	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.45	159.97
400657	247	10	0.219	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.42	160.06
400657	248	10	0.212	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.42	160.06
400657	249	10	0.236	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.46	159.97
400657	250	10	0.200	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.46	159.88
400657	251	10	0.212	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.46	159.88
400657	252	10	0.218	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.46	159.91
400657	253	10	0.242	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.46	159.91
400657	254	10	0.225	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.47	159.88
400657	255	10	0.225	1.18	35.00	No	1	261.1058			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.51	159.76
400657	256	10	0.209	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.51	159.76
400657	257	10	0.192	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.43	160.03
400657	258	10	0.215	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.43	160.03
400657	259	10	0.237	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.46	159.88
400657	260	10	0.212	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.43	160.15
400657	261	10	0.207	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.43	160.15
400657	262	10	0.218	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.47	159.85
400657	263	10	0.210	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.46	159.91
400657	264	10	0.215	1.18	35.00	No	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.46	159.91
400657	265	10	0.231	1.18	35.00	Yes	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.43	159.94
400657	266	10	0.226	1.18	35.00	Yes	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.43	159.94
400657	267	10	0.189	1.18	35.00	Yes	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.48	160.03
400657	268	10	0.203	1.18	35.00	Yes	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.47	159.79
400657	269	10	0.214	1.18	35.00	Yes	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.47	159.79
400657	270	10	0.182	1.18	35.00	Yes	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.45	160.03
400657	271	10	0.200	1.18	35.00	Yes	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.45	160.03
400657	272	10	0.210	1.18	35.00	Yes	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.45	159.97
400657	273	10	0.210	1.18	35.00	Yes	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.45	159.88
400657	274	10	0.222	1.18	35.00	Yes	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.45	159.88
400657	275	10	0.235	1.18	35.00	Yes	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.48	160.12
400657	276	10	0.207	1.18	35.00	Yes	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.47	160.00
400657	277	10	0.226	1.18	35.00	Yes	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.47	160.00
400657	278	10	0.200	1.18	35.00	Yes	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.44	160.00
400657	279	10	0.197	1.18	35.00	Yes	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.44	160.00
400657	280	10	0.234	1.18	35.00	Yes	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.41	160.09
400657	281	10	0.199	1.18	35.00	Yes	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.44	159.76
400657	282	10	0.208	1.18	35.00	Yes	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.49	0.44	159.76
400657	283	10	0.210	1.18	35.00	Yes	1	0			0	0	0	ITMS + p NSI sid=35.00  Full ms [210.00-2000.00]	2.50	0.50	160.15
400657	284	10	0.146	1.18	0	No	1	305.0195			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.38	159.88
400657	285	10	0.169	1.18	0	Yes	1	305.0231			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.50	0.38	159.88
400657	286	10	0.196	1.18	0	Yes	1	305.0256			0	0	0	ITMS + p NSI Full ms [210.00-2000.00]	2.49	0.44	160.06
400657	287	3	29.971	2.63	0	No	1	393.0846	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.42	160.09
400657	288	3	21.265	2.64	0	No	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.44	159.94
400657	289	3	25.581	2.65	0	Yes	1	393.0845	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.42	159.91
400657	290	3	24.947	2.65	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.50	160.18
400657	291	3	30.593	2.67	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.49	0.45	159.97
400657	292	3	23.291	2.64	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	159.94
400657	293	3	24.806	2.65	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.41	159.79
400657	294	3	27.880	2.66	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.49	0.46	159.97
400657	295	3	23.842	2.65	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.43	160.12
400657	296	3	23.725	2.64	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.45	160.12
400657	297	3	26.546	2.66	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	160.03
400657	298	3	26.949	2.65	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	160.09
400657	299	3	27.494	2.66	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.42	159.94
400657	300	3	22.581	2.63	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.47	159.88
400657	301	3	26.021	2.66	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.43	160.00
400657	302	3	29.338	2.66	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.47	160.00
400657	303	3	24.653	2.65	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.44	159.97
400657	304	3	26.752	2.64	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.48	160.03
400657	305	3	21.250	2.64	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.43	160.15
400657	306	3	26.880	2.66	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	160.03
400657	307	3	21.955	2.64	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	160.12
400657	308	3	21.321	2.63	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.44	160.00
400657	309	3	22.222	2.64	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	160.06
400657	310	3	20.483	2.64	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.47	160.00
400657	311	3	25.803	2.65	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.45	160.00
400657	312	3	22.059	2.64	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.43	160.12
400657	313	3	31.934	2.67	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.45	159.88
400657	314	3	23.163	2.65	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	160.12
400657	315	3	24.406	2.65	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.44	159.94
400657	316	3	20.735	2.63	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	159.97
400657	317	3	28.624	2.66	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	159.88
400657	318	3	24.512	2.65	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.43	160.21
400657	319	3	28.047	2.66	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.49	0.43	160.15
400657	320	3	23.432	2.63	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.47	159.88
400657	321	3	29.375	2.67	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.42	160.36
400657	322	3	23.723	2.64	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.44	160.03
400657	323	3	21.382	2.62	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.44	160.06
400657	324	3	20.367	2.63	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.40	159.91
400657	325	3	25.425	2.65	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.49	0.51	160.03
400657	326	3	30.823	2.67	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.50	0.46	159.94
400657	327	3	26.167	2.65	0	Yes	0	0	T=4e6	RF=2300V	240000	148270421.932	4735616.046	FTMS + p NSI Full ms [210.00-2000.00]	2.49	0.50	160.03
