Dataset	ScanNumber	Ion Injection Time (ms)	Analyzer Temperature	Conversion Parameter B	Conversion Parameter C	Temperature Comp. (ppm)	Space Charge Comp. (ppm)	PS Inj. Time (ms)	Analog Input 1 (V)	Analog Input 2 (V)	Scan Filter Text	Source TMP Temperature (°C)
286691	741	100.000	30.93	67865531.2672	-16138892.0389	-5.37	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	742	100.000	30.93	67865531.9057	-16138892.3431	-5.37	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	743	100.000	30.93	67865531.5036	-16138892.1514	-5.37	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	744	100.000	30.93	67865531.2879	-16138892.0495	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	745	100.000	30.93	67865530.6584	-16138891.7491	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	746	100.000	30.93	67865534.0315	-16138893.3539	-5.37	0	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	747	100.000	30.93	67865534.0539	-16138893.3651	-5.37	0	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	748	100.000	30.93	67865534.1698	-16138893.4204	-5.37	0	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	749	100.000	30.93	67865534.1253	-16138893.3984	-5.37	0	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	750	100.000	30.93	67865534.1692	-16138893.4197	-5.37	0	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	751	100.000	30.93	67865534.1351	-16138893.4031	-5.37	0	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	752	100.000	30.93	67865534.1980	-16138893.4339	-5.37	0	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	753	100.000	30.93	67865534.1157	-16138893.3947	-5.37	0	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	754	100.000	30.93	67865529.4222	-16138891.1619	-5.37	-0.04	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	755	100.000	30.93	67865529.7045	-16138891.2962	-5.37	-0.04	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	756	100.000	30.93	67865530.3263	-16138891.5927	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	757	100.000	30.93	67865530.5160	-16138891.6820	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	758	100.000	30.93	67865530.8153	-16138891.8251	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	759	100.000	30.93	67865530.7548	-16138891.7956	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	760	100.000	30.93	67865530.7121	-16138891.7751	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	761	100.000	30.93	67865530.3579	-16138891.6074	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	762	100.000	30.93	67865530.6260	-16138891.7346	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	763	100.000	30.93	67865530.2649	-16138891.5634	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	764	100.000	30.93	67865530.2078	-16138891.5355	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	765	100.000	30.93	67865530.8948	-16138891.8620	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	766	100.000	30.93	67865531.0873	-16138891.9541	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	767	100.000	30.93	67865530.9586	-16138891.8926	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	768	100.000	30.93	67865531.0008	-16138891.9129	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	769	100.000	30.93	67865530.8928	-16138891.8613	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	770	100.000	30.93	67865530.7769	-16138891.8067	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	771	100.000	30.93	67865531.2396	-16138892.0266	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	772	100.000	30.93	67865530.8351	-16138891.8330	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	773	100.000	30.93	67865531.2673	-16138892.0387	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	774	100.000	30.93	67865530.7334	-16138891.7858	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	775	100.000	30.93	67865530.3854	-16138891.6203	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	776	100.000	30.93	67865530.8855	-16138891.8576	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	777	100.000	30.93	67865531.0949	-16138891.9568	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	778	100.000	30.93	67865531.1162	-16138891.9677	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	779	100.000	30.93	67865530.9255	-16138891.8773	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	780	100.000	30.93	67865530.7561	-16138891.7963	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	781	100.000	30.93	67865531.3438	-16138892.0757	-5.37	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	782	100.000	30.93	67865530.7912	-16138891.8130	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	783	100.000	30.93	67865531.1365	-16138891.9770	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	784	100.000	30.93	67865530.9937	-16138891.9093	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	785	100.000	30.93	67865531.2150	-16138892.0150	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	786	100.000	30.93	67865531.2029	-16138892.0083	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	787	100.000	30.93	67865531.1256	-16138891.9719	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	788	100.000	30.93	67865531.1790	-16138891.9967	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	789	100.000	30.93	67865531.2062	-16138892.0101	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	790	100.000	30.93	67865531.0727	-16138891.9476	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	791	100.000	30.93	67865531.2000	-16138892.0079	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	792	100.000	30.93	67865530.5192	-16138891.6839	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	793	100.000	30.93	67865531.1444	-16138891.9812	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	794	100.000	30.93	67865530.5644	-16138891.7059	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	795	100.000	30.93	67865530.8518	-16138891.8424	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	796	100.000	30.93	67865531.3635	-16138892.0856	-5.37	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	797	100.000	30.93	67865530.7465	-16138891.7926	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	798	100.000	30.93	67865530.5596	-16138891.7031	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	799	100.000	30.93	67865531.1911	-16138892.0029	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	800	100.000	30.93	67865530.8300	-16138891.8322	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	801	100.000	30.93	67865530.8478	-16138891.8398	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	802	100.000	30.93	67865530.9039	-16138891.8669	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	803	100.000	30.93	67865530.6257	-16138891.7348	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	804	100.000	30.93	67865531.1736	-16138891.9949	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	805	100.000	30.93	67865531.1125	-16138891.9655	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	806	100.000	30.93	67865531.0605	-16138891.9407	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	807	100.000	30.93	67865530.3839	-16138891.6196	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	808	100.000	30.93	67865530.5391	-16138891.6936	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	809	100.000	30.93	67865531.1055	-16138891.9634	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	810	100.000	30.93	67865531.3355	-16138892.0712	-5.37	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	811	100.000	30.93	67865531.0448	-16138891.9342	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	812	100.000	30.93	67865531.2830	-16138892.0472	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	813	100.000	30.93	67865530.8271	-16138891.8298	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	814	100.000	30.93	67865531.2121	-16138892.0132	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	815	100.000	30.93	67865531.3119	-16138892.0609	-5.37	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	816	100.000	30.93	67865530.2829	-16138891.5708	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	817	100.000	30.93	67865531.1437	-16138891.9801	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	818	100.000	30.93	67865531.1488	-16138891.9828	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	819	100.000	30.93	67865530.9194	-16138891.8735	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	820	100.000	30.93	67865531.0268	-16138891.9250	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	821	100.000	30.93	67865531.0368	-16138891.9289	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	822	100.000	30.93	67865531.2638	-16138892.0373	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	823	100.000	30.93	67865530.9970	-16138891.9104	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	824	100.000	30.93	67865530.9838	-16138891.9053	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	825	100.000	30.93	67865530.7258	-16138891.7817	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	826	100.000	30.93	67865530.5850	-16138891.7148	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	827	100.000	30.93	67865530.8414	-16138891.8366	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	828	100.000	30.93	67865530.9174	-16138891.8730	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	829	100.000	30.93	67865531.0697	-16138891.9453	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	830	100.000	30.93	67865531.3288	-16138892.0694	-5.37	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	831	100.000	30.93	67865531.2517	-16138892.0324	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	832	100.000	30.93	67865530.9687	-16138891.8979	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	833	100.000	30.93	67865531.0323	-16138891.9273	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	834	100.000	30.93	67865530.5984	-16138891.7213	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	835	100.000	30.93	67865531.0621	-16138891.9413	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	836	100.000	30.93	67865530.7566	-16138891.7962	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	837	100.000	30.93	67865531.1427	-16138891.9809	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	838	100.000	30.93	67865531.0665	-16138891.9440	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	839	100.000	30.93	67865531.2137	-16138892.0146	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	840	100.000	30.93	67865531.3378	-16138892.0732	-5.37	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	841	100.000	30.93	67865530.4590	-16138891.6552	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	842	100.000	30.93	67865530.8031	-16138891.8193	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	843	100.000	30.93	67865531.4058	-16138892.1049	-5.37	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	844	100.000	30.93	67865530.9686	-16138891.8972	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	845	100.000	30.93	67865530.9280	-16138891.8788	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	846	100.000	30.93	67865530.6296	-16138891.7360	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	847	100.000	30.93	67865530.9162	-16138891.8732	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	848	100.000	30.93	67865530.8954	-16138891.8626	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	849	100.000	30.93	67865530.4330	-16138891.6429	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	850	100.000	30.93	67865530.9567	-16138891.8916	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	851	100.000	30.93	67865530.4570	-16138891.6533	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	852	100.000	30.93	67865530.8398	-16138891.8365	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	853	100.000	30.93	67865531.3196	-16138892.0641	-5.37	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	854	100.000	30.93	67865531.0571	-16138891.9387	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	855	100.000	30.93	67865531.0093	-16138891.9162	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	856	100.000	30.93	67865531.0676	-16138891.9444	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	857	100.000	30.93	67865531.0708	-16138891.9466	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	858	100.000	30.93	67865531.0776	-16138891.9489	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	859	100.000	30.93	67865531.0048	-16138891.9142	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	860	100.000	30.93	67865530.9875	-16138891.9068	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	861	100.000	30.93	67865529.7066	-16138891.2971	-5.37	-0.04	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	862	100.000	30.93	67865530.8832	-16138891.8568	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	863	100.000	30.93	67865530.5785	-16138891.7120	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	864	100.000	30.93	67865529.9174	-16138891.3980	-5.37	-0.04	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	865	100.000	30.93	67865530.5302	-16138891.6888	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	866	100.000	30.93	67865531.3841	-16138892.0943	-5.37	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	867	100.000	30.93	67865532.4794	-16138892.6163	-5.37	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	868	100.000	30.93	67865532.6495	-16138892.6967	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	869	100.000	30.93	67865532.2901	-16138892.5256	-5.37	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	870	100.000	30.93	67865532.5460	-16138892.6479	-5.37	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	871	100.000	30.93	67865532.4775	-16138892.6150	-5.37	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	872	100.000	30.93	67865532.4346	-16138892.5952	-5.37	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	873	100.000	30.93	67865532.9678	-16138892.8483	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	874	100.000	30.93	67865532.7863	-16138892.7626	-5.37	-0.01	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	875	100.000	30.93	67865532.6266	-16138892.6857	-5.37	-0.02	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	876	100.000	30.93	67865533.1350	-16138892.9281	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	877	100.000	30.93	67865533.0009	-16138892.8647	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	878	100.000	30.93	67865533.1730	-16138892.9461	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	879	100.000	30.93	67865532.8235	-16138892.7794	-5.37	-0.01	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	880	100.000	30.93	67865533.1100	-16138892.9161	-5.37	-0.01	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	881	100.000	30.93	67865532.7237	-16138892.7322	-5.37	-0.01	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	882	100.000	30.93	67865532.9277	-16138892.8292	-5.37	-0.01	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	883	100.000	30.93	67865532.7867	-16138892.7620	-5.37	-0.01	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	884	100.000	30.93	67865532.2653	-16138892.5141	-5.37	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	885	100.000	30.93	67865532.4510	-16138892.6020	-5.37	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	886	100.000	30.93	67865532.3331	-16138892.5456	-5.37	-0.02	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	887	100.000	30.93	67865532.6320	-16138892.6884	-5.37	-0.02	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	888	100.000	30.93	67865532.5593	-16138892.6544	-5.37	-0.02	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	889	100.000	30.93	67865532.6283	-16138892.6862	-5.37	-0.02	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	890	100.000	30.93	67865532.6840	-16138892.7133	-5.37	-0.01	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	891	100.000	30.93	67865532.8091	-16138892.7727	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	892	100.000	30.93	67865532.6633	-16138892.7034	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	893	100.000	30.93	67865532.0590	-16138892.4164	-5.37	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	894	100.000	30.93	67865532.7478	-16138892.7439	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	895	100.000	30.93	67865532.5176	-16138892.6346	-5.37	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	896	100.000	30.93	67865532.7183	-16138892.7293	-5.37	-0.01	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	897	100.000	30.93	67865532.5399	-16138892.6453	-5.37	-0.02	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	898	100.000	30.93	67865532.3924	-16138892.5740	-5.37	-0.02	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	899	100.000	30.93	67865532.8831	-16138892.8074	-5.37	-0.01	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	900	100.000	30.93	67865532.1498	-16138892.4584	-5.37	-0.02	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	901	100.000	30.93	67865532.7044	-16138892.7226	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
