Dataset	ScanNumber	Ion Injection Time (ms)	Analyzer Temperature	Conversion Parameter B	Conversion Parameter C	Temperature Comp. (ppm)	Space Charge Comp. (ppm)	PS Inj. Time (ms)	Analog Input 1 (V)	Analog Input 2 (V)	Scan Filter Text	Source TMP Temperature (°C)
286691	331	100.000	30.93	67865530.7156	-16138891.7769	-5.37	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	332	100.000	30.93	67865530.9384	-16138891.8836	-5.37	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	333	100.000	30.93	67865530.8753	-16138891.8531	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	334	100.000	30.93	67865530.8844	-16138891.8575	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	335	100.000	30.93	67865530.6248	-16138891.7343	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	336	100.000	30.93	67865530.1288	-16138891.4985	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	337	100.000	30.93	67865529.9060	-16138891.3919	-5.37	-0.04	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	338	100.000	30.93	67865530.4552	-16138891.6528	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	339	100.000	30.93	67865530.3560	-16138891.6051	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	340	100.000	30.93	67865530.7050	-16138891.7730	-5.37	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	341	100.000	30.93	67865530.8187	-16138891.8265	-5.37	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	342	100.000	30.93	67865530.8745	-16138891.8525	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	343	100.000	30.93	67865530.5832	-16138891.7144	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	344	100.000	30.93	67865530.7597	-16138891.7983	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	345	100.000	30.93	67865530.6720	-16138891.7563	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	346	100.000	30.93	67865530.4860	-16138891.6681	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	347	100.000	30.93	67865530.7657	-16138891.8002	-5.37	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	348	100.000	30.93	67865530.5534	-16138891.6997	-5.37	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	349	100.000	30.93	67865530.8020	-16138891.8184	-5.37	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	350	100.000	30.93	67865531.1303	-16138891.9741	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	351	100.000	30.93	67865531.0351	-16138891.9287	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	352	100.000	30.93	67865530.9860	-16138891.9057	-5.37	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	353	100.000	30.93	67865531.0320	-16138891.9268	-5.37	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	354	100.000	30.93	67865529.7360	-16138891.3107	-5.37	-0.04	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	355	100.000	30.93	67865530.6371	-16138891.7403	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	356	100.000	30.93	67865530.9600	-16138891.8937	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	357	100.000	30.93	67865531.0050	-16138891.9144	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	358	100.000	30.93	67865530.6553	-16138891.7487	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	359	100.000	30.93	67865530.4596	-16138891.6554	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	360	100.000	30.93	67865530.7871	-16138891.8103	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	361	100.000	30.93	67865531.2018	-16138892.0087	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	362	100.000	30.93	67865530.9085	-16138891.8685	-5.37	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	363	100.000	30.93	67865530.7057	-16138891.7715	-5.37	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	364	100.000	30.93	67865530.4092	-16138891.6314	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	365	100.000	30.93	67865530.7397	-16138891.7885	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	366	100.000	30.93	67865530.5883	-16138891.7163	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	367	100.000	30.93	67865531.1396	-16138891.9788	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	368	100.000	30.93	67865530.4555	-16138891.6532	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	369	100.000	30.93	67865530.9720	-16138891.8995	-5.37	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	370	100.000	30.93	67865530.4464	-16138891.6495	-5.37	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	371	100.000	30.93	67865530.6463	-16138891.7438	-5.37	-0.03	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	372	100.000	30.93	67865530.4941	-16138891.6717	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	373	100.000	30.93	67865530.6117	-16138891.7272	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	374	100.000	30.93	67865530.7080	-16138891.7734	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	375	100.000	30.93	67865530.8406	-16138891.8363	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	376	100.000	30.93	67865530.8601	-16138891.8468	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	377	100.000	30.93	67865530.9380	-16138891.8833	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	378	100.000	30.93	67865530.9931	-16138891.9094	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	379	100.000	30.93	67865530.9568	-16138891.8914	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	380	100.000	30.93	67865530.6764	-16138891.7589	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	381	100.000	30.93	67865530.5578	-16138891.7022	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	382	100.000	30.93	67865530.6051	-16138891.7243	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	383	100.000	30.93	67865530.6626	-16138891.7517	-5.37	-0.03	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	384	100.000	30.93	67865530.7270	-16138891.7821	-5.37	-0.03	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	385	100.000	30.93	67865529.8121	-16138891.3474	-5.37	-0.04	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	386	100.000	30.93	67865530.6849	-16138891.7616	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	387	100.000	30.93	67865530.8465	-16138891.8396	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	388	100.000	30.93	67865531.0436	-16138891.9331	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	389	100.000	30.93	67865531.1421	-16138891.9794	-5.37	-0.03	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	390	100.000	30.93	67865532.4681	-16138892.6106	-5.37	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	391	100.000	30.93	67865532.6733	-16138892.7090	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	392	100.000	30.93	67865533.0340	-16138892.8802	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	393	100.000	30.93	67865532.8785	-16138892.8063	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	394	100.000	30.93	67865532.9537	-16138892.8421	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	395	100.000	30.93	67865532.9663	-16138892.8473	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	396	100.000	30.93	67865532.8438	-16138892.7891	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	397	100.000	30.93	67865533.2111	-16138892.9635	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	398	100.000	30.93	67865533.1917	-16138892.9547	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	399	100.000	30.93	67865533.1149	-16138892.9179	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	400	100.000	30.93	67865533.3522	-16138893.0314	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	401	100.000	30.93	67865532.9916	-16138892.8597	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	402	100.000	30.93	67865533.1117	-16138892.9166	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	403	100.000	30.93	67865533.1980	-16138892.9571	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	404	100.000	30.93	67865533.2158	-16138892.9660	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	405	100.000	30.93	67865533.1878	-16138892.9525	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	406	100.000	30.93	67865532.8337	-16138892.7843	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	407	100.000	30.93	67865532.2932	-16138892.5272	-5.37	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	408	100.000	30.93	67865532.5977	-16138892.6718	-5.37	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	409	100.000	30.93	67865532.3296	-16138892.5449	-5.37	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	410	100.000	30.93	67865533.1581	-16138892.9379	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	411	100.000	30.93	67865533.0225	-16138892.8752	-5.37	-0.01	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	412	100.000	30.93	67865532.7369	-16138892.7388	-5.37	-0.01	5.000	-0.221	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	413	100.000	30.93	67865533.1612	-16138892.9401	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	414	100.000	30.93	67865532.9843	-16138892.8558	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	415	100.000	30.93	67865532.7812	-16138892.7602	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	416	100.000	30.93	67865532.6798	-16138892.7111	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	417	100.000	30.93	67865532.7197	-16138892.7299	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	418	100.000	30.93	67865532.8738	-16138892.8038	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	419	100.000	30.93	67865532.9079	-16138892.8196	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	420	100.000	30.93	67865532.8028	-16138892.7704	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	421	100.000	30.93	67865532.8811	-16138892.8075	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	422	100.000	30.93	67865532.8302	-16138892.7828	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	423	100.000	30.93	67865532.9609	-16138892.8453	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	424	100.000	30.93	67865532.7419	-16138892.7404	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	425	100.000	30.93	67865532.5488	-16138892.6493	-5.37	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	426	100.000	30.93	67865532.5279	-16138892.6397	-5.37	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	427	100.000	30.93	67865532.5896	-16138892.6691	-5.37	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	428	100.000	30.93	67865532.7946	-16138892.7662	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	429	100.000	30.93	67865532.8710	-16138892.8024	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	430	100.000	30.93	67865532.9099	-16138892.8201	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	431	100.000	30.93	67865532.6824	-16138892.7133	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	48.0
286691	432	100.000	30.93	67865532.5455	-16138892.6477	-5.37	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	433	100.000	30.93	67865532.8296	-16138892.7827	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	434	100.000	30.93	67865532.9953	-16138892.8610	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	435	100.000	30.93	67865532.9355	-16138892.8330	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	436	100.000	30.93	67865532.4965	-16138892.6240	-5.37	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	437	100.000	30.93	67865533.1546	-16138892.9372	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	438	100.000	30.93	67865532.5360	-16138892.6431	-5.37	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	439	100.000	30.93	67865533.0533	-16138892.8891	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	440	100.000	30.93	67865533.0543	-16138892.8889	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	441	100.000	30.93	67865532.6498	-16138892.6970	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	442	100.000	30.93	67865532.8615	-16138892.7983	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	443	100.000	30.93	67865533.2096	-16138892.9636	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	444	100.000	30.93	67865532.2997	-16138892.5305	-5.37	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	445	100.000	30.93	67865532.5916	-16138892.6701	-5.37	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	446	100.000	30.93	67865532.7763	-16138892.7568	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	447	100.000	30.93	67865532.9205	-16138892.8258	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	448	100.000	30.93	67865532.7122	-16138892.7270	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	449	100.000	30.93	67865532.6711	-16138892.7070	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	450	100.000	30.93	67865533.1032	-16138892.9130	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	451	100.000	30.93	67865532.3774	-16138892.5672	-5.37	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	452	100.000	30.93	67865532.9384	-16138892.8332	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	453	100.000	30.93	67865532.6736	-16138892.7083	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	454	100.000	30.93	67865532.6521	-16138892.6987	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	455	100.000	30.93	67865532.8015	-16138892.7692	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	456	100.000	30.93	67865532.8802	-16138892.8067	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	457	100.000	30.93	67865532.2833	-16138892.5229	-5.37	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	458	100.000	30.93	67865533.1167	-16138892.9187	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	459	100.000	30.93	67865532.8983	-16138892.8156	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	460	100.000	30.93	67865533.0595	-16138892.8917	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	461	100.000	30.93	67865532.7537	-16138892.7467	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	462	100.000	30.93	67865532.2816	-16138892.5215	-5.37	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	463	100.000	30.93	67865532.6912	-16138892.7177	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	464	100.000	30.93	67865532.6031	-16138892.6748	-5.37	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	465	100.000	30.93	67865532.7695	-16138892.7543	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	466	100.000	30.93	67865532.1503	-16138892.4598	-5.37	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	467	100.000	30.93	67865532.7077	-16138892.7244	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	468	100.000	30.93	67865532.5904	-16138892.6685	-5.37	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	469	100.000	30.93	67865532.7281	-16138892.7342	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	470	100.000	30.93	67865532.6480	-16138892.6961	-5.37	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	471	100.000	30.93	67865532.6940	-16138892.7183	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	472	100.000	30.93	67865532.8772	-16138892.8056	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	473	100.000	30.93	67865533.0163	-16138892.8715	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	474	100.000	30.93	67865532.9466	-16138892.8385	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	475	100.000	30.93	67865532.6322	-16138892.6886	-5.37	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	476	100.000	30.93	67865532.8917	-16138892.8122	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	477	100.000	30.93	67865532.7658	-16138892.7524	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	478	100.000	30.93	67865532.6318	-16138892.6886	-5.37	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	479	100.000	30.93	67865532.9962	-16138892.8617	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	480	100.000	30.93	67865532.9044	-16138892.8175	-5.37	-0.01	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	481	100.000	30.93	67865532.9060	-16138892.8188	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	482	100.000	30.93	67865532.6809	-16138892.7119	-5.37	-0.01	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	483	100.000	30.93	67865532.5660	-16138892.6565	-5.37	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	484	100.000	30.93	67865532.8333	-16138892.7852	-5.37	-0.01	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	485	100.000	30.93	67865532.6206	-16138892.6828	-5.37	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	486	100.000	30.93	67865532.3370	-16138892.5486	-5.37	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	487	100.000	30.93	67865532.4261	-16138892.5915	-5.37	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	488	100.000	30.93	67865532.2432	-16138892.5040	-5.37	-0.02	5.000	-0.221	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	489	100.000	30.93	67865532.4935	-16138892.6226	-5.37	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	490	100.000	30.93	67865532.4787	-16138892.6152	-5.37	-0.02	5.000	-0.217	-0.018	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
286691	491	100.000	30.93	67865532.0939	-16138892.4325	-5.37	-0.02	5.000	-0.217	-0.019	FTMS {0,0}  - p NSI Full ms [250.00-2400.00]	49.0
