Dataset	ScanNumber	Scan Filter Text	Source Temperature
251367	1480	+ c EI Q1MS [50.000-600.000]	250.88
251367	1481	+ c EI Q1MS [50.000-600.000]	250.60
251367	1482	+ c EI Q1MS [50.000-600.000]	250.60
251367	1483	+ c EI Q1MS [50.000-600.000]	250.60
251367	1484	+ c EI Q1MS [50.000-600.000]	250.60
251367	1485	+ c EI Q1MS [50.000-600.000]	250.60
251367	1486	+ c EI Q1MS [50.000-600.000]	250.60
251367	1487	+ c EI Q1MS [50.000-600.000]	250.60
251367	1488	+ c EI Q1MS [50.000-600.000]	250.94
251367	1489	+ c EI Q1MS [50.000-600.000]	250.94
251367	1490	+ c EI Q1MS [50.000-600.000]	250.94
251367	1491	+ c EI Q1MS [50.000-600.000]	250.94
251367	1492	+ c EI Q1MS [50.000-600.000]	250.94
251367	1493	+ c EI Q1MS [50.000-600.000]	250.94
251367	1494	+ c EI Q1MS [50.000-600.000]	250.94
251367	1495	+ c EI Q1MS [50.000-600.000]	250.94
251367	1496	+ c EI Q1MS [50.000-600.000]	250.73
251367	1497	+ c EI Q1MS [50.000-600.000]	250.73
251367	1498	+ c EI Q1MS [50.000-600.000]	250.73
251367	1499	+ c EI Q1MS [50.000-600.000]	250.73
251367	1500	+ c EI Q1MS [50.000-600.000]	250.73
251367	1501	+ c EI Q1MS [50.000-600.000]	250.73
251367	1502	+ c EI Q1MS [50.000-600.000]	250.73
251367	1503	+ c EI Q1MS [50.000-600.000]	250.63
251367	1504	+ c EI Q1MS [50.000-600.000]	250.63
251367	1505	+ c EI Q1MS [50.000-600.000]	250.63
251367	1506	+ c EI Q1MS [50.000-600.000]	250.63
251367	1507	+ c EI Q1MS [50.000-600.000]	250.63
251367	1508	+ c EI Q1MS [50.000-600.000]	250.63
251367	1509	+ c EI Q1MS [50.000-600.000]	250.63
251367	1510	+ c EI Q1MS [50.000-600.000]	250.63
251367	1511	+ c EI Q1MS [50.000-600.000]	250.63
251367	1512	+ c EI Q1MS [50.000-600.000]	250.63
251367	1513	+ c EI Q1MS [50.000-600.000]	250.63
251367	1514	+ c EI Q1MS [50.000-600.000]	250.63
251367	1515	+ c EI Q1MS [50.000-600.000]	250.63
251367	1516	+ c EI Q1MS [50.000-600.000]	250.63
251367	1517	+ c EI Q1MS [50.000-600.000]	250.63
251367	1518	+ c EI Q1MS [50.000-600.000]	250.97
251367	1519	+ c EI Q1MS [50.000-600.000]	250.97
251367	1520	+ c EI Q1MS [50.000-600.000]	250.97
251367	1521	+ c EI Q1MS [50.000-600.000]	250.97
251367	1522	+ c EI Q1MS [50.000-600.000]	250.97
251367	1523	+ c EI Q1MS [50.000-600.000]	250.97
251367	1524	+ c EI Q1MS [50.000-600.000]	250.97
251367	1525	+ c EI Q1MS [50.000-600.000]	250.97
251367	1526	+ c EI Q1MS [50.000-600.000]	250.66
251367	1527	+ c EI Q1MS [50.000-600.000]	250.66
251367	1528	+ c EI Q1MS [50.000-600.000]	250.66
251367	1529	+ c EI Q1MS [50.000-600.000]	250.66
251367	1530	+ c EI Q1MS [50.000-600.000]	250.66
251367	1531	+ c EI Q1MS [50.000-600.000]	250.66
251367	1532	+ c EI Q1MS [50.000-600.000]	250.66
251367	1533	+ c EI Q1MS [50.000-600.000]	250.54
251367	1534	+ c EI Q1MS [50.000-600.000]	250.54
251367	1535	+ c EI Q1MS [50.000-600.000]	250.54
251367	1536	+ c EI Q1MS [50.000-600.000]	250.54
251367	1537	+ c EI Q1MS [50.000-600.000]	250.54
251367	1538	+ c EI Q1MS [50.000-600.000]	250.54
251367	1539	+ c EI Q1MS [50.000-600.000]	250.54
251367	1540	+ c EI Q1MS [50.000-600.000]	250.54
251367	1541	+ c EI Q1MS [50.000-600.000]	250.88
251367	1542	+ c EI Q1MS [50.000-600.000]	250.88
251367	1543	+ c EI Q1MS [50.000-600.000]	250.88
251367	1544	+ c EI Q1MS [50.000-600.000]	250.88
251367	1545	+ c EI Q1MS [50.000-600.000]	250.88
251367	1546	+ c EI Q1MS [50.000-600.000]	250.88
251367	1547	+ c EI Q1MS [50.000-600.000]	250.88
251367	1548	+ c EI Q1MS [50.000-600.000]	250.54
251367	1549	+ c EI Q1MS [50.000-600.000]	250.54
251367	1550	+ c EI Q1MS [50.000-600.000]	250.54
251367	1551	+ c EI Q1MS [50.000-600.000]	250.54
251367	1552	+ c EI Q1MS [50.000-600.000]	250.54
251367	1553	+ c EI Q1MS [50.000-600.000]	250.54
251367	1554	+ c EI Q1MS [50.000-600.000]	250.54
251367	1555	+ c EI Q1MS [50.000-600.000]	250.54
251367	1556	+ c EI Q1MS [50.000-600.000]	250.63
251367	1557	+ c EI Q1MS [50.000-600.000]	250.63
251367	1558	+ c EI Q1MS [50.000-600.000]	250.63
251367	1559	+ c EI Q1MS [50.000-600.000]	250.63
251367	1560	+ c EI Q1MS [50.000-600.000]	250.63
251367	1561	+ c EI Q1MS [50.000-600.000]	250.63
251367	1562	+ c EI Q1MS [50.000-600.000]	250.63
251367	1563	+ c EI Q1MS [50.000-600.000]	250.69
251367	1564	+ c EI Q1MS [50.000-600.000]	250.69
251367	1565	+ c EI Q1MS [50.000-600.000]	250.69
251367	1566	+ c EI Q1MS [50.000-600.000]	250.69
251367	1567	+ c EI Q1MS [50.000-600.000]	250.69
251367	1568	+ c EI Q1MS [50.000-600.000]	250.69
251367	1569	+ c EI Q1MS [50.000-600.000]	250.69
251367	1570	+ c EI Q1MS [50.000-600.000]	250.69
251367	1571	+ c EI Q1MS [50.000-600.000]	250.29
251367	1572	+ c EI Q1MS [50.000-600.000]	250.29
251367	1573	+ c EI Q1MS [50.000-600.000]	250.29
251367	1574	+ c EI Q1MS [50.000-600.000]	250.29
251367	1575	+ c EI Q1MS [50.000-600.000]	250.29
251367	1576	+ c EI Q1MS [50.000-600.000]	250.29
251367	1577	+ c EI Q1MS [50.000-600.000]	250.29
251367	1578	+ c EI Q1MS [50.000-600.000]	250.29
251367	1579	+ c EI Q1MS [50.000-600.000]	250.29
251367	1580	+ c EI Q1MS [50.000-600.000]	250.29
251367	1581	+ c EI Q1MS [50.000-600.000]	250.29
251367	1582	+ c EI Q1MS [50.000-600.000]	250.29
251367	1583	+ c EI Q1MS [50.000-600.000]	250.29
251367	1584	+ c EI Q1MS [50.000-600.000]	250.29
251367	1585	+ c EI Q1MS [50.000-600.000]	250.29
251367	1586	+ c EI Q1MS [50.000-600.000]	250.94
251367	1587	+ c EI Q1MS [50.000-600.000]	250.94
251367	1588	+ c EI Q1MS [50.000-600.000]	250.94
251367	1589	+ c EI Q1MS [50.000-600.000]	250.94
251367	1590	+ c EI Q1MS [50.000-600.000]	250.94
251367	1591	+ c EI Q1MS [50.000-600.000]	250.94
251367	1592	+ c EI Q1MS [50.000-600.000]	250.94
251367	1593	+ c EI Q1MS [50.000-600.000]	250.94
251367	1594	+ c EI Q1MS [50.000-600.000]	250.94
251367	1595	+ c EI Q1MS [50.000-600.000]	250.94
251367	1596	+ c EI Q1MS [50.000-600.000]	250.94
251367	1597	+ c EI Q1MS [50.000-600.000]	250.94
251367	1598	+ c EI Q1MS [50.000-600.000]	250.94
251367	1599	+ c EI Q1MS [50.000-600.000]	250.94
251367	1600	+ c EI Q1MS [50.000-600.000]	250.94
251367	1601	+ c EI Q1MS [50.000-600.000]	250.60
251367	1602	+ c EI Q1MS [50.000-600.000]	250.60
251367	1603	+ c EI Q1MS [50.000-600.000]	250.60
251367	1604	+ c EI Q1MS [50.000-600.000]	250.60
251367	1605	+ c EI Q1MS [50.000-600.000]	250.60
251367	1606	+ c EI Q1MS [50.000-600.000]	250.60
251367	1607	+ c EI Q1MS [50.000-600.000]	250.60
251367	1608	+ c EI Q1MS [50.000-600.000]	250.38
251367	1609	+ c EI Q1MS [50.000-600.000]	250.38
251367	1610	+ c EI Q1MS [50.000-600.000]	250.38
251367	1611	+ c EI Q1MS [50.000-600.000]	250.38
251367	1612	+ c EI Q1MS [50.000-600.000]	250.38
251367	1613	+ c EI Q1MS [50.000-600.000]	250.38
251367	1614	+ c EI Q1MS [50.000-600.000]	250.38
251367	1615	+ c EI Q1MS [50.000-600.000]	250.38
251367	1616	+ c EI Q1MS [50.000-600.000]	250.60
251367	1617	+ c EI Q1MS [50.000-600.000]	250.60
251367	1618	+ c EI Q1MS [50.000-600.000]	250.60
251367	1619	+ c EI Q1MS [50.000-600.000]	250.60
251367	1620	+ c EI Q1MS [50.000-600.000]	250.60
251367	1621	+ c EI Q1MS [50.000-600.000]	250.60
251367	1622	+ c EI Q1MS [50.000-600.000]	250.60
251367	1623	+ c EI Q1MS [50.000-600.000]	250.51
251367	1624	+ c EI Q1MS [50.000-600.000]	250.51
251367	1625	+ c EI Q1MS [50.000-600.000]	250.51
251367	1626	+ c EI Q1MS [50.000-600.000]	250.51
251367	1627	+ c EI Q1MS [50.000-600.000]	250.51
251367	1628	+ c EI Q1MS [50.000-600.000]	250.51
251367	1629	+ c EI Q1MS [50.000-600.000]	250.51
251367	1630	+ c EI Q1MS [50.000-600.000]	250.51
251367	1631	+ c EI Q1MS [50.000-600.000]	250.42
251367	1632	+ c EI Q1MS [50.000-600.000]	250.42
251367	1633	+ c EI Q1MS [50.000-600.000]	250.42
251367	1634	+ c EI Q1MS [50.000-600.000]	250.42
251367	1635	+ c EI Q1MS [50.000-600.000]	250.42
251367	1636	+ c EI Q1MS [50.000-600.000]	250.42
251367	1637	+ c EI Q1MS [50.000-600.000]	250.42
251367	1638	+ c EI Q1MS [50.000-600.000]	250.60
251367	1639	+ c EI Q1MS [50.000-600.000]	250.60
251367	1640	+ c EI Q1MS [50.000-600.000]	250.60
251367	1641	+ c EI Q1MS [50.000-600.000]	250.60
251367	1642	+ c EI Q1MS [50.000-600.000]	250.60
251367	1643	+ c EI Q1MS [50.000-600.000]	250.60
251367	1644	+ c EI Q1MS [50.000-600.000]	250.60
251367	1645	+ c EI Q1MS [50.000-600.000]	250.60
251367	1646	+ c EI Q1MS [50.000-600.000]	250.29
251367	1647	+ c EI Q1MS [50.000-600.000]	250.29
251367	1648	+ c EI Q1MS [50.000-600.000]	250.29
251367	1649	+ c EI Q1MS [50.000-600.000]	250.29
251367	1650	+ c EI Q1MS [50.000-600.000]	250.29
251367	1651	+ c EI Q1MS [50.000-600.000]	250.29
251367	1652	+ c EI Q1MS [50.000-600.000]	250.29
251367	1653	+ c EI Q1MS [50.000-600.000]	250.76
251367	1654	+ c EI Q1MS [50.000-600.000]	250.76
251367	1655	+ c EI Q1MS [50.000-600.000]	250.76
251367	1656	+ c EI Q1MS [50.000-600.000]	250.76
251367	1657	+ c EI Q1MS [50.000-600.000]	250.76
251367	1658	+ c EI Q1MS [50.000-600.000]	250.76
251367	1659	+ c EI Q1MS [50.000-600.000]	250.76
251367	1660	+ c EI Q1MS [50.000-600.000]	250.76
251367	1661	+ c EI Q1MS [50.000-600.000]	250.51
251367	1662	+ c EI Q1MS [50.000-600.000]	250.51
251367	1663	+ c EI Q1MS [50.000-600.000]	250.51
251367	1664	+ c EI Q1MS [50.000-600.000]	250.51
251367	1665	+ c EI Q1MS [50.000-600.000]	250.51
251367	1666	+ c EI Q1MS [50.000-600.000]	250.51
251367	1667	+ c EI Q1MS [50.000-600.000]	250.51
251367	1668	+ c EI Q1MS [50.000-600.000]	250.51
251367	1669	+ c EI Q1MS [50.000-600.000]	250.51
251367	1670	+ c EI Q1MS [50.000-600.000]	250.51
251367	1671	+ c EI Q1MS [50.000-600.000]	250.51
251367	1672	+ c EI Q1MS [50.000-600.000]	250.51
251367	1673	+ c EI Q1MS [50.000-600.000]	250.51
251367	1674	+ c EI Q1MS [50.000-600.000]	250.51
251367	1675	+ c EI Q1MS [50.000-600.000]	250.51
251367	1676	+ c EI Q1MS [50.000-600.000]	250.51
251367	1677	+ c EI Q1MS [50.000-600.000]	250.51
251367	1678	+ c EI Q1MS [50.000-600.000]	250.51
251367	1679	+ c EI Q1MS [50.000-600.000]	250.51
251367	1680	+ c EI Q1MS [50.000-600.000]	250.51
251367	1681	+ c EI Q1MS [50.000-600.000]	250.51
251367	1682	+ c EI Q1MS [50.000-600.000]	250.51
251367	1683	+ c EI Q1MS [50.000-600.000]	250.63
251367	1684	+ c EI Q1MS [50.000-600.000]	250.63
251367	1685	+ c EI Q1MS [50.000-600.000]	250.63
251367	1686	+ c EI Q1MS [50.000-600.000]	250.63
251367	1687	+ c EI Q1MS [50.000-600.000]	250.63
251367	1688	+ c EI Q1MS [50.000-600.000]	250.63
251367	1689	+ c EI Q1MS [50.000-600.000]	250.63
251367	1690	+ c EI Q1MS [50.000-600.000]	250.63
251367	1691	+ c EI Q1MS [50.000-600.000]	250.48
251367	1692	+ c EI Q1MS [50.000-600.000]	250.48
251367	1693	+ c EI Q1MS [50.000-600.000]	250.48
251367	1694	+ c EI Q1MS [50.000-600.000]	250.48
251367	1695	+ c EI Q1MS [50.000-600.000]	250.48
251367	1696	+ c EI Q1MS [50.000-600.000]	250.48
251367	1697	+ c EI Q1MS [50.000-600.000]	250.48
251367	1698	+ c EI Q1MS [50.000-600.000]	250.60
251367	1699	+ c EI Q1MS [50.000-600.000]	250.60
251367	1700	+ c EI Q1MS [50.000-600.000]	250.60
251367	1701	+ c EI Q1MS [50.000-600.000]	250.60
251367	1702	+ c EI Q1MS [50.000-600.000]	250.60
251367	1703	+ c EI Q1MS [50.000-600.000]	250.60
251367	1704	+ c EI Q1MS [50.000-600.000]	250.60
251367	1705	+ c EI Q1MS [50.000-600.000]	250.60
251367	1706	+ c EI Q1MS [50.000-600.000]	250.63
251367	1707	+ c EI Q1MS [50.000-600.000]	250.63
251367	1708	+ c EI Q1MS [50.000-600.000]	250.63
251367	1709	+ c EI Q1MS [50.000-600.000]	250.63
251367	1710	+ c EI Q1MS [50.000-600.000]	250.63
251367	1711	+ c EI Q1MS [50.000-600.000]	250.63
251367	1712	+ c EI Q1MS [50.000-600.000]	250.63
251367	1713	+ c EI Q1MS [50.000-600.000]	250.29
251367	1714	+ c EI Q1MS [50.000-600.000]	250.29
251367	1715	+ c EI Q1MS [50.000-600.000]	250.29
251367	1716	+ c EI Q1MS [50.000-600.000]	250.29
251367	1717	+ c EI Q1MS [50.000-600.000]	250.29
251367	1718	+ c EI Q1MS [50.000-600.000]	250.29
251367	1719	+ c EI Q1MS [50.000-600.000]	250.29
251367	1720	+ c EI Q1MS [50.000-600.000]	250.29
251367	1721	+ c EI Q1MS [50.000-600.000]	250.35
251367	1722	+ c EI Q1MS [50.000-600.000]	250.35
251367	1723	+ c EI Q1MS [50.000-600.000]	250.35
251367	1724	+ c EI Q1MS [50.000-600.000]	250.35
251367	1725	+ c EI Q1MS [50.000-600.000]	250.35
251367	1726	+ c EI Q1MS [50.000-600.000]	250.35
251367	1727	+ c EI Q1MS [50.000-600.000]	250.35
251367	1728	+ c EI Q1MS [50.000-600.000]	250.42
251367	1729	+ c EI Q1MS [50.000-600.000]	250.42
251367	1730	+ c EI Q1MS [50.000-600.000]	250.42
251367	1731	+ c EI Q1MS [50.000-600.000]	250.42
251367	1732	+ c EI Q1MS [50.000-600.000]	250.42
251367	1733	+ c EI Q1MS [50.000-600.000]	250.42
251367	1734	+ c EI Q1MS [50.000-600.000]	250.42
251367	1735	+ c EI Q1MS [50.000-600.000]	250.42
251367	1736	+ c EI Q1MS [50.000-600.000]	250.48
251367	1737	+ c EI Q1MS [50.000-600.000]	250.48
251367	1738	+ c EI Q1MS [50.000-600.000]	250.48
251367	1739	+ c EI Q1MS [50.000-600.000]	250.48
251367	1740	+ c EI Q1MS [50.000-600.000]	250.48
251367	1741	+ c EI Q1MS [50.000-600.000]	250.48
251367	1742	+ c EI Q1MS [50.000-600.000]	250.48
251367	1743	+ c EI Q1MS [50.000-600.000]	250.57
251367	1744	+ c EI Q1MS [50.000-600.000]	250.57
251367	1745	+ c EI Q1MS [50.000-600.000]	250.57
251367	1746	+ c EI Q1MS [50.000-600.000]	250.57
251367	1747	+ c EI Q1MS [50.000-600.000]	250.57
251367	1748	+ c EI Q1MS [50.000-600.000]	250.57
251367	1749	+ c EI Q1MS [50.000-600.000]	250.57
251367	1750	+ c EI Q1MS [50.000-600.000]	250.57
251367	1751	+ c EI Q1MS [50.000-600.000]	250.29
251367	1752	+ c EI Q1MS [50.000-600.000]	250.29
251367	1753	+ c EI Q1MS [50.000-600.000]	250.29
251367	1754	+ c EI Q1MS [50.000-600.000]	250.29
251367	1755	+ c EI Q1MS [50.000-600.000]	250.29
251367	1756	+ c EI Q1MS [50.000-600.000]	250.29
251367	1757	+ c EI Q1MS [50.000-600.000]	250.29
251367	1758	+ c EI Q1MS [50.000-600.000]	250.73
251367	1759	+ c EI Q1MS [50.000-600.000]	250.73
251367	1760	+ c EI Q1MS [50.000-600.000]	250.73
251367	1761	+ c EI Q1MS [50.000-600.000]	250.73
251367	1762	+ c EI Q1MS [50.000-600.000]	250.73
251367	1763	+ c EI Q1MS [50.000-600.000]	250.73
251367	1764	+ c EI Q1MS [50.000-600.000]	250.73
251367	1765	+ c EI Q1MS [50.000-600.000]	250.73
251367	1766	+ c EI Q1MS [50.000-600.000]	250.42
251367	1767	+ c EI Q1MS [50.000-600.000]	250.42
251367	1768	+ c EI Q1MS [50.000-600.000]	250.42
251367	1769	+ c EI Q1MS [50.000-600.000]	250.42
251367	1770	+ c EI Q1MS [50.000-600.000]	250.42
251367	1771	+ c EI Q1MS [50.000-600.000]	250.42
251367	1772	+ c EI Q1MS [50.000-600.000]	250.42
251367	1773	+ c EI Q1MS [50.000-600.000]	250.29
251367	1774	+ c EI Q1MS [50.000-600.000]	250.29
251367	1775	+ c EI Q1MS [50.000-600.000]	250.29
251367	1776	+ c EI Q1MS [50.000-600.000]	250.29
251367	1777	+ c EI Q1MS [50.000-600.000]	250.29
251367	1778	+ c EI Q1MS [50.000-600.000]	250.29
251367	1779	+ c EI Q1MS [50.000-600.000]	250.29
251367	1780	+ c EI Q1MS [50.000-600.000]	250.29
251367	1781	+ c EI Q1MS [50.000-600.000]	250.63
251367	1782	+ c EI Q1MS [50.000-600.000]	250.63
251367	1783	+ c EI Q1MS [50.000-600.000]	250.63
251367	1784	+ c EI Q1MS [50.000-600.000]	250.63
251367	1785	+ c EI Q1MS [50.000-600.000]	250.63
251367	1786	+ c EI Q1MS [50.000-600.000]	250.63
251367	1787	+ c EI Q1MS [50.000-600.000]	250.63
251367	1788	+ c EI Q1MS [50.000-600.000]	250.69
251367	1789	+ c EI Q1MS [50.000-600.000]	250.69
251367	1790	+ c EI Q1MS [50.000-600.000]	250.69
251367	1791	+ c EI Q1MS [50.000-600.000]	250.69
251367	1792	+ c EI Q1MS [50.000-600.000]	250.69
251367	1793	+ c EI Q1MS [50.000-600.000]	250.69
251367	1794	+ c EI Q1MS [50.000-600.000]	250.69
251367	1795	+ c EI Q1MS [50.000-600.000]	250.69
251367	1796	+ c EI Q1MS [50.000-600.000]	250.42
251367	1797	+ c EI Q1MS [50.000-600.000]	250.42
251367	1798	+ c EI Q1MS [50.000-600.000]	250.42
251367	1799	+ c EI Q1MS [50.000-600.000]	250.42
251367	1800	+ c EI Q1MS [50.000-600.000]	250.42
251367	1801	+ c EI Q1MS [50.000-600.000]	250.42
251367	1802	+ c EI Q1MS [50.000-600.000]	250.42
251367	1803	+ c EI Q1MS [50.000-600.000]	250.73
251367	1804	+ c EI Q1MS [50.000-600.000]	250.73
251367	1805	+ c EI Q1MS [50.000-600.000]	250.73
251367	1806	+ c EI Q1MS [50.000-600.000]	250.73
251367	1807	+ c EI Q1MS [50.000-600.000]	250.73
251367	1808	+ c EI Q1MS [50.000-600.000]	250.73
251367	1809	+ c EI Q1MS [50.000-600.000]	250.73
251367	1810	+ c EI Q1MS [50.000-600.000]	250.73
251367	1811	+ c EI Q1MS [50.000-600.000]	250.26
251367	1812	+ c EI Q1MS [50.000-600.000]	250.26
251367	1813	+ c EI Q1MS [50.000-600.000]	250.26
251367	1814	+ c EI Q1MS [50.000-600.000]	250.26
251367	1815	+ c EI Q1MS [50.000-600.000]	250.26
251367	1816	+ c EI Q1MS [50.000-600.000]	250.26
251367	1817	+ c EI Q1MS [50.000-600.000]	250.26
251367	1818	+ c EI Q1MS [50.000-600.000]	250.51
251367	1819	+ c EI Q1MS [50.000-600.000]	250.51
251367	1820	+ c EI Q1MS [50.000-600.000]	250.51
251367	1821	+ c EI Q1MS [50.000-600.000]	250.51
251367	1822	+ c EI Q1MS [50.000-600.000]	250.51
251367	1823	+ c EI Q1MS [50.000-600.000]	250.51
251367	1824	+ c EI Q1MS [50.000-600.000]	250.51
251367	1825	+ c EI Q1MS [50.000-600.000]	250.51
251367	1826	+ c EI Q1MS [50.000-600.000]	250.51
251367	1827	+ c EI Q1MS [50.000-600.000]	250.51
251367	1828	+ c EI Q1MS [50.000-600.000]	250.51
251367	1829	+ c EI Q1MS [50.000-600.000]	250.51
251367	1830	+ c EI Q1MS [50.000-600.000]	250.51
251367	1831	+ c EI Q1MS [50.000-600.000]	250.51
251367	1832	+ c EI Q1MS [50.000-600.000]	250.51
251367	1833	+ c EI Q1MS [50.000-600.000]	250.60
251367	1834	+ c EI Q1MS [50.000-600.000]	250.60
251367	1835	+ c EI Q1MS [50.000-600.000]	250.60
251367	1836	+ c EI Q1MS [50.000-600.000]	250.60
251367	1837	+ c EI Q1MS [50.000-600.000]	250.60
251367	1838	+ c EI Q1MS [50.000-600.000]	250.60
251367	1839	+ c EI Q1MS [50.000-600.000]	250.60
251367	1840	+ c EI Q1MS [50.000-600.000]	250.60
251367	1841	+ c EI Q1MS [50.000-600.000]	250.35
251367	1842	+ c EI Q1MS [50.000-600.000]	250.35
251367	1843	+ c EI Q1MS [50.000-600.000]	250.35
251367	1844	+ c EI Q1MS [50.000-600.000]	250.35
251367	1845	+ c EI Q1MS [50.000-600.000]	250.35
251367	1846	+ c EI Q1MS [50.000-600.000]	250.35
251367	1847	+ c EI Q1MS [50.000-600.000]	250.35
251367	1848	+ c EI Q1MS [50.000-600.000]	250.26
251367	1849	+ c EI Q1MS [50.000-600.000]	250.26
251367	1850	+ c EI Q1MS [50.000-600.000]	250.26
251367	1851	+ c EI Q1MS [50.000-600.000]	250.26
251367	1852	+ c EI Q1MS [50.000-600.000]	250.26
251367	1853	+ c EI Q1MS [50.000-600.000]	250.26
251367	1854	+ c EI Q1MS [50.000-600.000]	250.26
251367	1855	+ c EI Q1MS [50.000-600.000]	250.26
251367	1856	+ c EI Q1MS [50.000-600.000]	250.35
251367	1857	+ c EI Q1MS [50.000-600.000]	250.35
251367	1858	+ c EI Q1MS [50.000-600.000]	250.35
251367	1859	+ c EI Q1MS [50.000-600.000]	250.35
251367	1860	+ c EI Q1MS [50.000-600.000]	250.35
251367	1861	+ c EI Q1MS [50.000-600.000]	250.35
251367	1862	+ c EI Q1MS [50.000-600.000]	250.35
251367	1863	+ c EI Q1MS [50.000-600.000]	250.17
251367	1864	+ c EI Q1MS [50.000-600.000]	250.17
251367	1865	+ c EI Q1MS [50.000-600.000]	250.17
251367	1866	+ c EI Q1MS [50.000-600.000]	250.17
251367	1867	+ c EI Q1MS [50.000-600.000]	250.17
251367	1868	+ c EI Q1MS [50.000-600.000]	250.17
251367	1869	+ c EI Q1MS [50.000-600.000]	250.17
251367	1870	+ c EI Q1MS [50.000-600.000]	250.17
251367	1871	+ c EI Q1MS [50.000-600.000]	250.57
251367	1872	+ c EI Q1MS [50.000-600.000]	250.57
251367	1873	+ c EI Q1MS [50.000-600.000]	250.57
251367	1874	+ c EI Q1MS [50.000-600.000]	250.57
251367	1875	+ c EI Q1MS [50.000-600.000]	250.57
251367	1876	+ c EI Q1MS [50.000-600.000]	250.57
251367	1877	+ c EI Q1MS [50.000-600.000]	250.57
251367	1878	+ c EI Q1MS [50.000-600.000]	250.35
251367	1879	+ c EI Q1MS [50.000-600.000]	250.35
251367	1880	+ c EI Q1MS [50.000-600.000]	250.35
251367	1881	+ c EI Q1MS [50.000-600.000]	250.35
251367	1882	+ c EI Q1MS [50.000-600.000]	250.35
251367	1883	+ c EI Q1MS [50.000-600.000]	250.35
251367	1884	+ c EI Q1MS [50.000-600.000]	250.35
251367	1885	+ c EI Q1MS [50.000-600.000]	250.35
251367	1886	+ c EI Q1MS [50.000-600.000]	250.35
251367	1887	+ c EI Q1MS [50.000-600.000]	250.35
251367	1888	+ c EI Q1MS [50.000-600.000]	250.35
251367	1889	+ c EI Q1MS [50.000-600.000]	250.35
251367	1890	+ c EI Q1MS [50.000-600.000]	250.35
251367	1891	+ c EI Q1MS [50.000-600.000]	250.35
251367	1892	+ c EI Q1MS [50.000-600.000]	250.35
251367	1893	+ c EI Q1MS [50.000-600.000]	250.35
251367	1894	+ c EI Q1MS [50.000-600.000]	250.35
251367	1895	+ c EI Q1MS [50.000-600.000]	250.35
251367	1896	+ c EI Q1MS [50.000-600.000]	250.35
251367	1897	+ c EI Q1MS [50.000-600.000]	250.35
251367	1898	+ c EI Q1MS [50.000-600.000]	250.35
251367	1899	+ c EI Q1MS [50.000-600.000]	250.35
251367	1900	+ c EI Q1MS [50.000-600.000]	250.35
251367	1901	+ c EI Q1MS [50.000-600.000]	250.17
251367	1902	+ c EI Q1MS [50.000-600.000]	250.17
251367	1903	+ c EI Q1MS [50.000-600.000]	250.17
251367	1904	+ c EI Q1MS [50.000-600.000]	250.17
251367	1905	+ c EI Q1MS [50.000-600.000]	250.17
251367	1906	+ c EI Q1MS [50.000-600.000]	250.17
251367	1907	+ c EI Q1MS [50.000-600.000]	250.17
251367	1908	+ c EI Q1MS [50.000-600.000]	250.42
251367	1909	+ c EI Q1MS [50.000-600.000]	250.42
251367	1910	+ c EI Q1MS [50.000-600.000]	250.42
251367	1911	+ c EI Q1MS [50.000-600.000]	250.42
251367	1912	+ c EI Q1MS [50.000-600.000]	250.42
251367	1913	+ c EI Q1MS [50.000-600.000]	250.42
251367	1914	+ c EI Q1MS [50.000-600.000]	250.42
251367	1915	+ c EI Q1MS [50.000-600.000]	250.42
251367	1916	+ c EI Q1MS [50.000-600.000]	250.35
251367	1917	+ c EI Q1MS [50.000-600.000]	250.35
251367	1918	+ c EI Q1MS [50.000-600.000]	250.35
251367	1919	+ c EI Q1MS [50.000-600.000]	250.35
251367	1920	+ c EI Q1MS [50.000-600.000]	250.35
251367	1921	+ c EI Q1MS [50.000-600.000]	250.35
251367	1922	+ c EI Q1MS [50.000-600.000]	250.35
251367	1923	+ c EI Q1MS [50.000-600.000]	250.45
251367	1924	+ c EI Q1MS [50.000-600.000]	250.45
251367	1925	+ c EI Q1MS [50.000-600.000]	250.45
251367	1926	+ c EI Q1MS [50.000-600.000]	250.45
251367	1927	+ c EI Q1MS [50.000-600.000]	250.45
251367	1928	+ c EI Q1MS [50.000-600.000]	250.45
251367	1929	+ c EI Q1MS [50.000-600.000]	250.45
251367	1930	+ c EI Q1MS [50.000-600.000]	250.45
251367	1931	+ c EI Q1MS [50.000-600.000]	250.63
251367	1932	+ c EI Q1MS [50.000-600.000]	250.63
251367	1933	+ c EI Q1MS [50.000-600.000]	250.63
251367	1934	+ c EI Q1MS [50.000-600.000]	250.63
251367	1935	+ c EI Q1MS [50.000-600.000]	250.63
251367	1936	+ c EI Q1MS [50.000-600.000]	250.63
251367	1937	+ c EI Q1MS [50.000-600.000]	250.63
251367	1938	+ c EI Q1MS [50.000-600.000]	250.38
251367	1939	+ c EI Q1MS [50.000-600.000]	250.38
251367	1940	+ c EI Q1MS [50.000-600.000]	250.38
251367	1941	+ c EI Q1MS [50.000-600.000]	250.38
251367	1942	+ c EI Q1MS [50.000-600.000]	250.38
251367	1943	+ c EI Q1MS [50.000-600.000]	250.38
251367	1944	+ c EI Q1MS [50.000-600.000]	250.38
