Dataset	ScanNumber	Elapsed Scan Time (sec)	Average Scan by Inst	Micro Scan count	Collision Mode	Scan Filter Text	Source Temperature
232087	305	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.36
232087	306	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.36
232087	307	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.36
232087	308	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.36
232087	309	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.36
232087	310	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.36
232087	311	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.36
232087	312	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.36
232087	313	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.36
232087	314	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.36
232087	315	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.36
232087	316	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.36
232087	317	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.36
232087	318	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.36
232087	319	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.36
232087	320	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.36
232087	321	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.36
232087	322	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.36
232087	323	0.02	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.36
232087	324	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.36
232087	325	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.36
232087	326	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.36
232087	327	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.36
232087	328	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.36
232087	329	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.36
232087	330	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.36
232087	331	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.36
232087	332	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.36
232087	333	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.36
232087	334	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.36
232087	335	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.36
232087	336	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.36
232087	337	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.36
232087	338	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.36
232087	339	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.36
232087	340	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.36
232087	341	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.36
232087	342	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.36
232087	343	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.36
232087	344	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.36
232087	345	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.36
232087	346	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.36
232087	347	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.36
232087	348	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.36
232087	349	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.36
232087	350	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.36
232087	351	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.36
232087	352	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.36
232087	353	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.36
232087	354	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.36
232087	355	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.36
232087	356	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.36
232087	357	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.36
232087	358	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.36
232087	359	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.36
232087	360	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.36
232087	361	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.36
232087	362	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.36
232087	363	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.36
232087	364	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.36
232087	365	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.36
232087	366	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.36
232087	367	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.36
232087	368	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.36
232087	369	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.36
232087	370	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.36
232087	371	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.36
232087	372	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.36
232087	373	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.36
232087	374	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.36
232087	375	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.36
232087	376	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.36
232087	377	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.36
232087	378	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.36
232087	379	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.36
232087	380	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.36
232087	381	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.36
232087	382	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.36
232087	383	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.36
232087	384	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.36
232087	385	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.36
232087	386	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.36
232087	387	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.36
232087	388	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.36
232087	389	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.36
232087	390	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.36
232087	391	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.36
232087	392	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.36
232087	393	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.36
232087	394	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.36
232087	395	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.36
232087	396	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.36
232087	397	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.36
232087	398	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.36
232087	399	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.36
232087	400	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.36
232087	401	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.36
232087	402	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.36
232087	403	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.36
232087	404	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.36
232087	405	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.36
232087	406	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.36
232087	407	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.26
232087	408	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.26
232087	409	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.26
232087	410	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.26
232087	411	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.26
232087	412	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.26
232087	413	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.26
232087	414	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.26
232087	415	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.26
232087	416	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.26
232087	417	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.26
232087	418	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.26
232087	419	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.26
232087	420	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.26
232087	421	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.26
232087	422	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.26
232087	423	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.26
232087	424	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.26
232087	425	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.26
232087	426	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.26
232087	427	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.26
232087	428	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.26
232087	429	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.26
232087	430	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.26
232087	431	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.26
232087	432	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.26
232087	433	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.26
232087	434	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.26
232087	435	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.26
232087	436	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.26
232087	437	0.02	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.26
232087	438	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.26
232087	439	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.26
232087	440	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.26
232087	441	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.26
232087	442	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.26
232087	443	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.26
232087	444	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.26
232087	445	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.26
232087	446	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.26
232087	447	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.26
232087	448	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.26
232087	449	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.26
232087	450	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.26
232087	451	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.26
232087	452	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.26
232087	453	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.26
232087	454	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.26
232087	455	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.26
232087	456	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.26
232087	457	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.26
232087	458	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.26
232087	459	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.26
232087	460	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.26
232087	461	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.26
232087	462	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.26
232087	463	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.26
232087	464	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.26
232087	465	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.26
232087	466	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.26
232087	467	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.26
232087	468	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.26
232087	469	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.26
232087	470	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.26
232087	471	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.26
232087	472	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.26
232087	473	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.26
232087	474	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.26
232087	475	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.26
232087	476	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.26
232087	477	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.26
232087	478	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.26
232087	479	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.26
232087	480	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.26
232087	481	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.26
232087	482	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.26
232087	483	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.26
232087	484	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.26
232087	485	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.26
232087	486	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.26
232087	487	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.26
232087	488	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.26
232087	489	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.26
232087	490	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.26
232087	491	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.26
232087	492	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.26
232087	493	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.26
232087	494	0.02	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.26
232087	495	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.26
232087	496	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.26
232087	497	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.26
232087	498	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.26
232087	499	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.26
232087	500	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.26
232087	501	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.26
232087	502	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.26
232087	503	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.26
232087	504	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.26
232087	505	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.26
232087	506	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.26
232087	507	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.26
232087	508	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.26
232087	509	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.26
232087	510	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.26
232087	511	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.26
232087	512	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.26
232087	513	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.26
232087	514	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.26
232087	515	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.26
232087	516	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.26
232087	517	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.26
232087	518	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.26
232087	519	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.26
232087	520	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.26
232087	521	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.26
232087	522	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.26
232087	523	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.26
232087	524	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.26
232087	525	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.26
232087	526	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.26
232087	527	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.26
232087	528	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.26
232087	529	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.26
232087	530	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.26
232087	531	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.26
232087	532	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.26
232087	533	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.58
232087	534	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.58
232087	535	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.58
232087	536	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.58
232087	537	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.58
232087	538	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.58
232087	539	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.58
232087	540	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.58
232087	541	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.58
232087	542	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.58
232087	543	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.58
232087	544	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.58
232087	545	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.58
232087	546	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.58
232087	547	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.58
232087	548	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.58
232087	549	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.58
232087	550	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.58
232087	551	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.58
232087	552	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.58
232087	553	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.58
232087	554	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.58
232087	555	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.58
232087	556	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.58
232087	557	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.58
232087	558	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.58
232087	559	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.58
232087	560	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.58
232087	561	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.58
232087	562	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.58
232087	563	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.58
232087	564	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.58
232087	565	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.58
232087	566	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.58
232087	567	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.58
232087	568	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.58
232087	569	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.58
232087	570	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.58
232087	571	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.58
232087	572	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.58
232087	573	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.58
232087	574	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.58
232087	575	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.58
232087	576	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.58
232087	577	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.58
232087	578	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.58
232087	579	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.58
232087	580	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.58
232087	581	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.58
232087	582	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.58
232087	583	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.58
232087	584	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.58
232087	585	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.58
232087	586	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.58
232087	587	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.58
232087	588	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.58
232087	589	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.58
232087	590	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.58
232087	591	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.58
232087	592	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.58
232087	593	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.58
232087	594	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.58
232087	595	0.02	Yes	1		+ c EI SRM ms2 247.000 [72.999-73.001]	249.58
232087	596	0.02	Yes	1		+ c EI SRM ms2 261.000 [72.999-73.001]	249.58
232087	597	0.02	Yes	1		+ c EI SRM ms2 265.000 [72.999-73.001]	249.58
232087	598	0.02	Yes	1		+ c EI SRM ms2 299.000 [72.999-73.001]	249.58
232087	599	0.02	Yes	1		+ c EI SRM ms2 299.010 [72.999-73.001]	249.58
232087	600	0.02	Yes	1		+ c EI SRM ms2 304.000 [72.999-73.001]	249.58
232087	601	0.02	Yes	1		+ c EI SRM ms2 308.000 [75.999-76.001]	249.58
232087	602	0.02	Yes	1		+ c EI SRM ms2 315.000 [72.999-73.001]	249.58
232087	603	0.02	Yes	1		+ c EI SRM ms2 338.000 [146.999-147.001]	249.58
232087	604	0.02	Yes	1		+ c EI SRM ms2 375.000 [146.999-147.001]	249.58
232087	605	0.02	Yes	1		+ c EI SRM ms2 400.000 [314.999-315.001]	249.58
232087	606	0.02	Yes	1		+ c EI SRM ms2 465.000 [256.999-257.001]	249.58
232087	607	0.02	Yes	1		+ c EI SRM ms2 465.010 [146.999-147.001]	249.58
232087	608	0.03	Yes	1		+ c EI SRM ms2 467.000 [258.999-259.001]	249.58
232087	609	0.02	Yes	1		+ c EI SRM ms2 160.000 [72.999-73.001]	249.58
232087	610	0.02	Yes	1		+ c EI SRM ms2 161.000 [72.999-73.001]	249.58
232087	611	0.02	Yes	1		+ c EI SRM ms2 175.000 [72.999-73.001]	249.58
232087	612	0.02	Yes	1		+ c EI SRM ms2 216.000 [72.999-73.001]	249.58
232087	613	0.02	Yes	1		+ c EI SRM ms2 233.000 [72.999-73.001]	249.58
