Dataset	ScanNumber	Ion Injection Time (ms)	Scan Event	Master Index	Elapsed Scan Time (sec)	Charge State	Monoisotopic M/Z	Scan Filter Text	Source Voltage (kV)	Source Current (uA)
205812	696	34.261	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	697	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	698	40.753	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	699	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	700	35.254	2	1	0.15	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.11
205812	701	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	702	35.867	2	1	0.15	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.11
205812	703	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	704	32.260	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.11
205812	705	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	706	34.145	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	707	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	708	25.839	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	709	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	710	32.351	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	711	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	712	24.870	2	1	0.13	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	713	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	714	33.336	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	715	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	716	32.337	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	717	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	718	50.000	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	719	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	720	50.000	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	721	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	722	32.513	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	723	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	724	29.279	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	725	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	726	39.662	2	1	0.15	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	727	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	728	28.559	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	729	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	730	29.379	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	731	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	732	32.414	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	733	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	734	39.135	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	735	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	736	25.117	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	737	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	738	36.522	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	739	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	740	27.863	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	741	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	742	32.700	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	743	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	744	34.585	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	745	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	746	36.283	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	747	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	748	36.713	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	749	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	750	33.617	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	751	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	752	32.347	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	753	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	754	41.943	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	755	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	756	27.388	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	757	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	758	49.774	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	759	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	760	47.960	2	1	0.16	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	761	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	762	45.852	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	763	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	764	36.676	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	765	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	766	46.169	2	1	0.16	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	767	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	768	31.521	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	769	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	770	43.147	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	771	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	772	36.215	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	773	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	774	50.000	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.08
205812	775	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	776	28.224	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.08
205812	777	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	778	29.566	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.08
205812	779	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	780	49.895	2	1	0.16	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.08
205812	781	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	782	25.892	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.08
205812	783	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	784	32.725	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.08
205812	785	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	786	41.331	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.08
205812	787	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	788	31.505	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.08
205812	789	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	790	41.063	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.08
205812	791	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	792	41.061	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.08
205812	793	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	794	35.471	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.08
205812	795	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	796	37.439	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	797	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	798	27.929	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	799	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	800	26.210	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	801	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	802	50.000	2	1	0.16	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.10
205812	803	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	804	36.751	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	805	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	806	23.689	2	1	0.13	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	807	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	808	36.309	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	809	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	810	35.604	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	811	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	812	33.977	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.10
205812	813	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	814	29.067	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	815	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	816	42.096	2	1	0.15	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.10
205812	817	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	818	31.720	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	819	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	820	49.699	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	821	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	822	44.307	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	823	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	824	34.243	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	825	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	826	34.209	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.10
205812	827	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	828	31.665	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	829	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	830	30.730	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	831	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	832	34.527	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	833	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	834	28.116	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	835	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	836	28.003	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	837	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	838	34.509	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	839	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	840	24.570	2	1	0.13	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.10
205812	841	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	842	31.234	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	843	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	844	25.152	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.10
205812	845	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	846	32.696	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	847	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	848	33.540	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	849	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	850	29.524	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	851	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	852	28.091	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	853	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	854	37.327	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	855	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	856	36.553	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	857	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	858	48.460	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	859	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	860	25.771	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	861	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	862	24.135	2	1	0.13	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	863	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	864	42.367	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	865	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	866	31.639	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.11
205812	867	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	868	30.549	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	869	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	870	40.649	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	871	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	872	44.152	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	873	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	874	30.269	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	875	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	876	35.418	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	877	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	878	28.721	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	879	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	880	31.785	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	881	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	882	27.701	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	883	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	884	37.493	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	885	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	886	47.148	2	1	0.16	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.10
205812	887	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	888	35.738	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	889	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	890	33.463	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.10
205812	891	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	892	32.403	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	893	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	894	29.568	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	895	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	896	49.723	2	1	0.16	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	897	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	898	29.310	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	899	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	900	47.340	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	901	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	902	31.857	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	903	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	904	36.806	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	905	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	906	50.000	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.08
205812	907	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	908	45.092	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.08
205812	909	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	910	35.855	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.08
205812	911	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	912	28.851	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.08
205812	913	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	914	29.844	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.08
205812	915	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	916	30.018	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	917	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	918	36.227	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	919	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	920	30.987	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	921	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	922	33.297	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	923	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	924	50.000	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	925	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	926	41.473	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.07
205812	927	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.07
205812	928	41.885	2	1	0.15	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.07
205812	929	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.07
205812	930	28.322	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.07
205812	931	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.07
205812	932	28.762	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.07
205812	933	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.07
205812	934	26.590	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.07
205812	935	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.07
205812	936	31.435	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.07
205812	937	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.07
205812	938	37.678	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.07
205812	939	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.07
205812	940	31.582	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.07
205812	941	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.07
205812	942	43.309	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.07
205812	943	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.07
205812	944	28.735	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.07
205812	945	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.07
205812	946	44.552	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.07
205812	947	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.07
205812	948	35.329	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	949	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	950	39.848	2	1	0.15	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	951	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	952	31.835	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	953	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	954	23.526	2	1	0.13	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	955	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	956	29.843	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	957	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	958	44.548	2	1	0.15	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	959	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
