Dataset	ScanNumber	Ion Injection Time (ms)	Scan Event	Master Index	Elapsed Scan Time (sec)	Charge State	Monoisotopic M/Z	Scan Filter Text	Source Voltage (kV)	Source Current (uA)
205812	432	34.138	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	433	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	434	27.581	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	435	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	436	31.958	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	437	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	438	26.353	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	439	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	440	34.381	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	441	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	442	44.765	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	443	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	444	40.955	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	445	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	446	39.394	2	1	0.15	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.10
205812	447	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	448	31.146	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	449	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	450	28.356	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	451	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	452	31.260	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	453	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	454	30.616	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	455	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	456	36.869	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	457	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	458	25.895	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	459	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.15
205812	460	31.599	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.15
205812	461	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.15
205812	462	36.531	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.15
205812	463	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.15
205812	464	27.634	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.15
205812	465	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.15
205812	466	38.944	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.15
205812	467	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.15
205812	468	25.516	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.15
205812	469	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.15
205812	470	30.821	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.12
205812	471	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	472	32.211	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.12
205812	473	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	474	30.200	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.12
205812	475	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	476	39.947	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.12
205812	477	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	478	36.052	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.12
205812	479	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	480	43.047	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.12
205812	481	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	482	36.850	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.12
205812	483	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	484	32.317	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.12
205812	485	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	486	29.578	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.12
205812	487	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	488	31.682	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.12
205812	489	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	490	24.494	2	1	0.13	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.12
205812	491	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	492	35.862	2	1	0.15	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.11
205812	493	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	494	29.628	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.11
205812	495	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	496	32.657	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	497	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	498	31.935	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	499	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	500	46.845	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	501	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	502	33.401	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.07
205812	503	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.07
205812	504	27.677	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.07
205812	505	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.07
205812	506	34.870	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.07
205812	507	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.07
205812	508	27.133	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.07
205812	509	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.07
205812	510	24.330	2	1	0.13	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.07
205812	511	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.07
205812	512	30.593	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.07
205812	513	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.07
205812	514	32.922	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	515	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	516	34.777	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	517	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	518	45.700	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	519	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	520	48.930	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	521	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	522	35.546	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	523	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	524	32.932	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	525	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	526	31.301	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	527	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	528	32.387	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	529	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	530	27.857	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	531	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	532	32.492	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	533	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	534	42.434	2	1	0.15	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	535	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	536	26.619	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	537	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	538	24.905	2	1	0.13	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	539	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	540	30.136	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	541	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	542	34.980	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	543	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	544	50.000	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	545	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	546	32.234	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	547	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	548	34.276	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	549	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	550	31.203	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	551	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	552	46.709	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	553	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	554	26.021	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	555	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	556	39.662	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	557	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	558	50.000	2	1	0.16	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.12
205812	559	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	560	29.165	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.12
205812	561	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	562	33.765	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.12
205812	563	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	564	25.533	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.12
205812	565	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	566	39.116	2	1	0.15	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.12
205812	567	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	568	30.594	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.09
205812	569	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	570	26.047	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	571	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	572	32.537	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	573	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	574	33.906	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	575	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	576	32.526	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	577	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	578	41.326	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	579	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	580	29.253	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	581	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	582	46.675	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	583	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	584	38.325	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	585	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	586	33.332	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	587	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	588	35.384	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.09
205812	589	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.09
205812	590	34.271	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	591	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	592	31.663	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	593	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	594	30.678	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	595	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	596	27.989	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.10
205812	597	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	598	26.298	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	599	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	600	24.389	2	1	0.13	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	601	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	602	34.653	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.11
205812	603	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	604	34.469	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	605	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	606	50.000	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	607	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	608	46.241	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	609	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	610	50.000	2	1	0.16	1	0	ITMS + p NSI d Z ms [350.00-360.00]	2.20	0.11
205812	611	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	612	50.000	2	1	0.16	1	0	ITMS + p NSI d Z ms [350.00-360.00]	2.20	0.10
205812	613	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	614	42.892	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	615	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	616	50.000	2	1	0.16	1	0	ITMS + p NSI d Z ms [362.00-372.00]	2.20	0.10
205812	617	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	618	40.470	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	619	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	620	41.085	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	621	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	622	27.506	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.08
205812	623	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	624	29.696	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.08
205812	625	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	626	50.000	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.08
205812	627	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	628	50.000	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.08
205812	629	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	630	46.219	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.08
205812	631	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.08
205812	632	50.000	2	1	0.16	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.08
205812	633	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	634	38.343	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	635	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	636	50.000	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	637	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	638	37.382	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	639	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	640	41.498	2	1	0.15	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.11
205812	641	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	642	29.487	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.11
205812	643	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	644	46.814	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	645	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	646	34.579	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	647	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	648	48.148	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	649	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	650	29.195	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	651	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	652	32.487	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.10
205812	653	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	654	29.570	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	655	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	656	44.357	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	657	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	658	25.610	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	659	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	660	32.291	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	661	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	662	32.185	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.11
205812	663	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	664	50.000	2	1	0.16	1	0	ITMS + p NSI d Z ms [362.00-372.00]	2.20	0.11
205812	665	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.11
205812	666	28.587	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	667	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	668	25.447	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.10
205812	669	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	670	27.624	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	671	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	672	26.668	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	673	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	674	34.555	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.10
205812	675	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	676	32.304	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	677	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	678	29.893	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.12
205812	679	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	680	40.504	2	1	0.15	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.12
205812	681	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	682	33.869	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.12
205812	683	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	684	31.805	2	1	0.14	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.12
205812	685	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	686	27.774	2	1	0.14	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.12
205812	687	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.12
205812	688	38.612	2	1	0.15	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.10
205812	689	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	690	46.303	2	1	0.16	1	0	ITMS + p NSI d Z ms [157.00-167.00]	2.20	0.10
205812	691	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	692	44.676	2	1	0.15	1	0	ITMS + p NSI d Z ms [158.00-168.00]	2.20	0.10
205812	693	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
205812	694	50.000	2	1	0.16	1	0	ITMS + p NSI d Z ms [351.00-361.00]	2.20	0.10
205812	695	10.000	1	0	0.11	0	0	ITMS + c NSI Full ms [150.00-700.00]	2.20	0.10
