Dataset	ScanNumber	AGC	Ion Injection Time (ms)	Elapsed Scan Time (sec)	Orbitrap Resolution	Dependency Type	Master Scan Number	Monoisotopic M/Z	Charge State	HCD Energy	MS2 Isolation Width	Conversion Parameter B	Conversion Parameter C	Temperature Comp. (ppm)	Space Charge Comp. (ppm)	Resolution Comp. (ppm)	RawOvFtT	Injection t0	Collision Mode	Scan Filter Text	Source Pressure
706505	105	Predicted	0.366	0.197	30000	1	100	0	3	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	449267.8	-0.008	sa_cid	FTMS + c ESI d sa Full ms2 432.8999@etd53.99 432.8999@cid30.00 [100.0000-1309.0000]	2.562
706505	106	Predicted	0.419	0.177	30000	1	101	0	3	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	347580.0	-0.027	etd	FTMS + c ESI d Full ms2 433.9022@etd53.99 [100.0000-1312.0000]	2.562
706505	107	Predicted	0.381	0.180	30000	1	101	0	3	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	394098.7	-0.022	sa_hcd	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@hcd30.00 [100.0000-1312.0000]	2.562
706505	108	Predicted	0.381	0.197	30000	1	101	0	3	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	317813.6	-0.058	sa_cid	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@cid30.00 [100.0000-1312.0000]	2.562
706505	109	Predicted	8.230	0.252	30000	1	102	0	2	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	401723.1	-0.017	etd	FTMS + c ESI d Full ms2 648.8461@etd121.47 [100.0000-1308.0000]	2.562
706505	110	Predicted	7.580	0.255	30000	1	102	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	410083.7	0.012	sa_hcd	FTMS + c ESI d sa Full ms2 648.8461@etd121.47 648.8461@hcd30.00 [100.0000-1308.0000]	2.562
706505	111	Predicted	7.580	0.262	30000	1	102	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	397401.6	-0.010	sa_cid	FTMS + c ESI d sa Full ms2 648.8461@etd121.47 648.8461@cid30.00 [100.0000-1308.0000]	2.562
706505	112	Predicted	41.103	0.135	30000	1	78	0	2	-32.55	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	733115.3	0.027	hcd	FTMS + c ESI d Full ms2 583.2986@hcd30.00 [100.0000-1177.0000]	2.562
706505	113	Predicted	15.411	0.135	30000	1	78	0	2	-35.76	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	820366.8	0.041	hcd	FTMS + c ESI d Full ms2 649.8490@hcd30.00 [100.0000-1310.0000]	2.562
706505	114	Predicted	32.974	0.277	30000	1	112	0	2	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	403812.0	0.006	etd	FTMS + c ESI d Full ms2 583.2986@etd121.47 [100.0000-1177.0000]	2.562
706505	115	Predicted	30.443	0.278	30000	1	112	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	358016.0	-0.004	sa_hcd	FTMS + c ESI d sa Full ms2 583.2986@etd121.47 583.2986@hcd30.00 [100.0000-1177.0000]	2.562
706505	116	Predicted	30.443	0.284	30000	1	112	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	342764.7	-0.005	sa_cid	FTMS + c ESI d sa Full ms2 583.2986@etd121.47 583.2986@cid30.00 [100.0000-1177.0000]	2.562
706505	117	Predicted	8.423	0.252	30000	1	113	0	2	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	265339.8	-0.037	etd	FTMS + c ESI d Full ms2 649.8490@etd121.47 [100.0000-1310.0000]	2.562
706505	118	Predicted	7.662	0.255	30000	1	113	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	287260.3	0.016	sa_hcd	FTMS + c ESI d sa Full ms2 649.8490@etd121.47 649.8490@hcd30.00 [100.0000-1310.0000]	2.562
706505	119	Predicted	7.662	0.262	30000	1	113	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	267273.6	0.070	sa_cid	FTMS + c ESI d sa Full ms2 649.8490@etd121.47 649.8490@cid30.00 [100.0000-1310.0000]	2.562
706505	120	On	0.336	0.146	60000	0	-1	-1.0000	0	-1.00	-1.00	211723722.628529	-151810958.762468	-6.75	-0.18	-0.17	697736.1	-0.012		FTMS + p ESI Full ms [350.0000-2000.0000]	2.562
706505	121	Predicted	0.366	0.199	30000	1	99	0	3	-25.99	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	645682.6	0.023	hcd	FTMS + c ESI d Full ms2 432.8995@hcd30.00 [100.0000-1309.0000]	2.562
706505	122	Predicted	0.381	0.135	30000	1	99	0	3	-26.01	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	447769.9	0.039	hcd	FTMS + c ESI d Full ms2 433.9019@hcd30.00 [100.0000-1312.0000]	2.562
706505	123	Predicted	7.580	0.252	30000	1	99	0	2	-35.71	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	645264.8	0.022	hcd	FTMS + c ESI d Full ms2 648.8458@hcd30.00 [100.0000-1308.0000]	2.562
706505	124	Predicted	0.430	0.206	30000	1	121	0	3	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	572592.6	-0.005	etd	FTMS + c ESI d Full ms2 432.8995@etd53.99 [100.0000-1309.0000]	2.562
706505	125	Predicted	0.408	0.180	30000	1	121	0	3	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	493022.5	-0.014	sa_hcd	FTMS + c ESI d sa Full ms2 432.8995@etd53.99 432.8995@hcd30.00 [100.0000-1309.0000]	2.562
706505	126	Predicted	0.408	0.197	30000	1	121	0	3	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	489164.8	-0.005	sa_cid	FTMS + c ESI d sa Full ms2 432.8995@etd53.99 432.8995@cid30.00 [100.0000-1309.0000]	2.562
706505	127	Predicted	0.460	0.177	30000	1	122	0	3	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	351280.3	-0.005	etd	FTMS + c ESI d Full ms2 433.9019@etd53.99 [100.0000-1312.0000]	2.562
706505	128	Predicted	0.421	0.180	30000	1	122	0	3	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	381364.4	-0.007	sa_hcd	FTMS + c ESI d sa Full ms2 433.9019@etd53.99 433.9019@hcd30.00 [100.0000-1312.0000]	2.562
706505	129	Predicted	0.421	0.197	30000	1	122	0	3	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	372169.8	-0.058	sa_cid	FTMS + c ESI d sa Full ms2 433.9019@etd53.99 433.9019@cid30.00 [100.0000-1312.0000]	2.564
706505	130	Predicted	10.532	0.254	30000	1	123	0	2	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	489459.0	-0.013	etd	FTMS + c ESI d Full ms2 648.8458@etd121.47 [100.0000-1308.0000]	2.564
706505	131	Predicted	9.643	0.257	30000	1	123	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	466673.3	0.025	sa_hcd	FTMS + c ESI d sa Full ms2 648.8458@etd121.47 648.8458@hcd30.00 [100.0000-1308.0000]	2.564
706505	132	Predicted	9.643	0.264	30000	1	123	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	479729.4	-0.077	sa_cid	FTMS + c ESI d sa Full ms2 648.8458@etd121.47 648.8458@cid30.00 [100.0000-1308.0000]	2.564
706505	133	Predicted	30.443	0.135	30000	1	99	0	2	-32.55	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	607339.3	0.028	hcd	FTMS + c ESI d Full ms2 583.2983@hcd30.00 [100.0000-1177.0000]	2.564
706505	134	Predicted	7.661	0.135	30000	1	99	0	2	-35.76	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	502797.0	0.015	hcd	FTMS + c ESI d Full ms2 649.8483@hcd30.00 [100.0000-1310.0000]	2.564
706505	135	Predicted	37.126	0.281	30000	1	133	0	2	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	436531.6	0.003	etd	FTMS + c ESI d Full ms2 583.2983@etd121.47 [100.0000-1177.0000]	2.564
706505	136	Predicted	33.752	0.281	30000	1	133	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	424462.9	-0.021	sa_hcd	FTMS + c ESI d sa Full ms2 583.2983@etd121.47 583.2983@hcd30.00 [100.0000-1177.0000]	2.564
706505	137	Predicted	33.752	0.288	30000	1	133	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	388669.4	-0.002	sa_cid	FTMS + c ESI d sa Full ms2 583.2983@etd121.47 583.2983@cid30.00 [100.0000-1177.0000]	2.564
706505	138	Predicted	19.139	0.263	30000	1	134	0	2	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	523340.8	-0.032	etd	FTMS + c ESI d Full ms2 649.8483@etd121.47 [100.0000-1310.0000]	2.564
706505	139	Predicted	17.009	0.264	30000	1	134	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	558926.9	0.012	sa_hcd	FTMS + c ESI d sa Full ms2 649.8483@etd121.47 649.8483@hcd30.00 [100.0000-1310.0000]	2.564
706505	140	Predicted	17.009	0.271	30000	1	134	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	544498.1	0	sa_cid	FTMS + c ESI d sa Full ms2 649.8483@etd121.47 649.8483@cid30.00 [100.0000-1310.0000]	2.558
706505	141	On	0.342	0.146	60000	0	-1	-1.0000	0	-1.00	-1.00	211723724.015549	-151810960.758937	-6.75	-0.17	-0.17	663352.2	-0.015		FTMS + p ESI Full ms [350.0000-2000.0000]	2.558
706505	142	Predicted	0.408	0.199	30000	1	120	0	3	-25.99	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	694963.4	0.032	hcd	FTMS + c ESI d Full ms2 432.8997@hcd30.00 [100.0000-1309.0000]	2.558
706505	143	Predicted	0.421	0.135	30000	1	120	0	3	-26.01	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	440315.9	0.024	hcd	FTMS + c ESI d Full ms2 433.9021@hcd30.00 [100.0000-1312.0000]	2.558
706505	144	Predicted	9.643	0.321	30000	1	120	0	2	-35.71	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	806327.6	0.040	hcd	FTMS + c ESI d Full ms2 648.8458@hcd30.00 [100.0000-1308.0000]	2.558
706505	145	Predicted	0.449	0.243	30000	1	142	0	3	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	637095.8	0	etd	FTMS + c ESI d Full ms2 432.8997@etd53.99 [100.0000-1309.0000]	2.558
706505	146	Predicted	0.425	0.180	30000	1	142	0	3	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	548152.2	-0.019	sa_hcd	FTMS + c ESI d sa Full ms2 432.8997@etd53.99 432.8997@hcd30.00 [100.0000-1309.0000]	2.558
706505	147	Predicted	0.425	0.197	30000	1	142	0	3	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	498133.6	-0.004	sa_cid	FTMS + c ESI d sa Full ms2 432.8997@etd53.99 432.8997@cid30.00 [100.0000-1309.0000]	2.558
706505	148	Predicted	0.484	0.177	30000	1	143	0	3	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	347824.3	-0.013	etd	FTMS + c ESI d Full ms2 433.9021@etd53.99 [100.0000-1312.0000]	2.558
706505	149	Predicted	0.440	0.180	30000	1	143	0	3	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	407531.6	-0.032	sa_hcd	FTMS + c ESI d sa Full ms2 433.9021@etd53.99 433.9021@hcd30.00 [100.0000-1312.0000]	2.558
706505	150	Predicted	0.440	0.197	30000	1	143	0	3	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	391249.0	-0.074	sa_cid	FTMS + c ESI d sa Full ms2 433.9021@etd53.99 433.9021@cid30.00 [100.0000-1312.0000]	2.558
706505	151	Predicted	11.359	0.256	30000	1	144	0	2	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	528513.8	-0.006	etd	FTMS + c ESI d Full ms2 648.8458@etd121.47 [100.0000-1308.0000]	2.558
706505	152	Predicted	10.461	0.257	30000	1	144	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	516642.4	0.025	sa_hcd	FTMS + c ESI d sa Full ms2 648.8458@etd121.47 648.8458@hcd30.00 [100.0000-1308.0000]	2.558
706505	153	Predicted	10.461	0.264	30000	1	144	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	515335.3	-0.020	sa_cid	FTMS + c ESI d sa Full ms2 648.8458@etd121.47 648.8458@cid30.00 [100.0000-1308.0000]	2.558
706505	154	Predicted	33.751	0.135	30000	1	120	0	2	-32.55	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	646653.3	0.031	hcd	FTMS + c ESI d Full ms2 583.2986@hcd30.00 [100.0000-1177.0000]	2.558
706505	155	Predicted	17.018	0.135	30000	1	120	0	2	-35.76	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	953320.1	0.024	hcd	FTMS + c ESI d Full ms2 649.8490@hcd30.00 [100.0000-1310.0000]	2.558
706505	156	Predicted	34.635	0.278	30000	1	154	0	2	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	424320.3	0.001	etd	FTMS + c ESI d Full ms2 583.2986@etd121.47 [100.0000-1177.0000]	2.558
706505	157	Predicted	30.569	0.277	30000	1	154	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	361494.4	0.001	sa_hcd	FTMS + c ESI d sa Full ms2 583.2986@etd121.47 583.2986@hcd30.00 [100.0000-1177.0000]	2.558
706505	158	Predicted	30.569	0.285	30000	1	154	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	361623.4	-0.002	sa_cid	FTMS + c ESI d sa Full ms2 583.2986@etd121.47 583.2986@cid30.00 [100.0000-1177.0000]	2.558
706505	159	Predicted	13.292	0.257	30000	1	155	0	2	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	388720.8	-0.080	etd	FTMS + c ESI d Full ms2 649.8490@etd121.47 [100.0000-1310.0000]	2.558
706505	160	Predicted	10.492	0.257	30000	1	155	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	373182.8	0.011	sa_hcd	FTMS + c ESI d sa Full ms2 649.8490@etd121.47 649.8490@hcd30.00 [100.0000-1310.0000]	2.558
706505	161	Predicted	10.492	0.265	30000	1	155	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	354872.7	-0.020	sa_cid	FTMS + c ESI d sa Full ms2 649.8490@etd121.47 649.8490@cid30.00 [100.0000-1310.0000]	2.558
706505	162	On	0.268	0.146	60000	0	-1	-1.0000	0	-1.00	-1.00	211723735.384248	-151810977.057851	-6.75	-0.15	-0.17	592687.0	-0.010		FTMS + p ESI Full ms [350.0000-2000.0000]	2.558
706505	163	Predicted	0.425	0.199	30000	1	141	0	3	-25.99	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	652961.2	0.033	hcd	FTMS + c ESI d Full ms2 432.8996@hcd30.00 [100.0000-1309.0000]	2.558
706505	164	Predicted	0.440	0.135	30000	1	141	0	3	-26.01	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	343413.2	0.017	hcd	FTMS + c ESI d Full ms2 433.9019@hcd30.00 [100.0000-1312.0000]	2.558
706505	165	Predicted	10.461	0.257	30000	1	141	0	2	-35.71	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	868750.4	0.039	hcd	FTMS + c ESI d Full ms2 648.8458@hcd30.00 [100.0000-1308.0000]	2.558
706505	166	Predicted	0.407	0.229	30000	1	163	0	3	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	545929.7	0.008	etd	FTMS + c ESI d Full ms2 432.8996@etd53.99 [100.0000-1309.0000]	2.558
706505	167	Predicted	0.386	0.180	30000	1	163	0	3	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	490781.7	-0.016	sa_hcd	FTMS + c ESI d sa Full ms2 432.8996@etd53.99 432.8996@hcd30.00 [100.0000-1309.0000]	2.558
706505	168	Predicted	0.386	0.197	30000	1	163	0	3	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	466638.6	-0.014	sa_cid	FTMS + c ESI d sa Full ms2 432.8996@etd53.99 432.8996@cid30.00 [100.0000-1309.0000]	2.558
706505	169	Predicted	0.438	0.177	30000	1	164	0	3	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	385270.2	-0.023	etd	FTMS + c ESI d Full ms2 433.9019@etd53.99 [100.0000-1312.0000]	2.558
706505	170	Predicted	0.400	0.180	30000	1	164	0	3	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	412025.4	-0.040	sa_hcd	FTMS + c ESI d sa Full ms2 433.9019@etd53.99 433.9019@hcd30.00 [100.0000-1312.0000]	2.558
706505	171	Predicted	0.400	0.197	30000	1	164	0	3	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	365036.2	-0.026	sa_cid	FTMS + c ESI d sa Full ms2 433.9019@etd53.99 433.9019@cid30.00 [100.0000-1312.0000]	2.558
706505	172	Predicted	8.812	0.253	30000	1	165	0	2	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	421895.6	-0.012	etd	FTMS + c ESI d Full ms2 648.8458@etd121.47 [100.0000-1308.0000]	2.558
706505	173	Predicted	7.530	0.254	30000	1	165	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	375003.3	0.003	sa_hcd	FTMS + c ESI d sa Full ms2 648.8458@etd121.47 648.8458@hcd30.00 [100.0000-1308.0000]	2.558
706505	174	Predicted	7.530	0.262	30000	1	165	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	390776.6	-0.027	sa_cid	FTMS + c ESI d sa Full ms2 648.8458@etd121.47 648.8458@cid30.00 [100.0000-1308.0000]	2.558
706505	175	Predicted	30.572	0.135	30000	1	141	0	2	-32.55	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	593291.6	0.037	hcd	FTMS + c ESI d Full ms2 583.2983@hcd30.00 [100.0000-1177.0000]	2.566
706505	176	Predicted	10.494	0.135	30000	1	141	0	2	-35.76	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	585605.9	0.021	hcd	FTMS + c ESI d Full ms2 649.8491@hcd30.00 [100.0000-1310.0000]	2.566
706505	177	Predicted	29.121	0.273	30000	1	175	0	2	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	339695.3	-0.001	etd	FTMS + c ESI d Full ms2 583.2983@etd121.47 [100.0000-1177.0000]	2.566
706505	178	Predicted	24.630	0.272	30000	1	175	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	315779.7	-0.027	sa_hcd	FTMS + c ESI d sa Full ms2 583.2983@etd121.47 583.2983@hcd30.00 [100.0000-1177.0000]	2.566
706505	179	Predicted	24.630	0.279	30000	1	175	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	325124.2	0.001	sa_cid	FTMS + c ESI d sa Full ms2 583.2983@etd121.47 583.2983@cid30.00 [100.0000-1177.0000]	2.566
706505	180	Predicted	12.924	0.257	30000	1	176	0	2	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	352171.8	-0.038	etd	FTMS + c ESI d Full ms2 649.8491@etd121.47 [100.0000-1310.0000]	2.566
706505	181	Predicted	11.576	0.258	30000	1	176	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	381495.3	0.017	sa_hcd	FTMS + c ESI d sa Full ms2 649.8491@etd121.47 649.8491@hcd30.00 [100.0000-1310.0000]	2.566
706505	182	Predicted	11.576	0.266	30000	1	176	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	411506.3	-0.012	sa_cid	FTMS + c ESI d sa Full ms2 649.8491@etd121.47 649.8491@cid30.00 [100.0000-1310.0000]	2.566
706505	183	On	0.280	0.146	60000	0	-1	-1.0000	0	-1.00	-1.00	211723728.394651	-151810967.036429	-6.75	-0.16	-0.17	631037.9	-0.019		FTMS + p ESI Full ms [350.0000-2000.0000]	2.566
706505	184	Predicted	0.386	0.199	30000	1	162	0	3	-25.99	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	719305.0	0.032	hcd	FTMS + c ESI d Full ms2 432.8998@hcd30.00 [100.0000-1309.0000]	2.566
706505	185	Predicted	0.400	0.135	30000	1	162	0	3	-26.01	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	443801.0	0.027	hcd	FTMS + c ESI d Full ms2 433.9022@hcd30.00 [100.0000-1312.0000]	2.566
706505	186	Predicted	7.529	0.265	30000	1	162	0	2	-35.71	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	690370.8	0.037	hcd	FTMS + c ESI d Full ms2 648.8459@hcd30.00 [100.0000-1308.0000]	2.566
706505	187	Predicted	0.401	0.211	30000	1	184	0	3	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	626799.1	-0.002	etd	FTMS + c ESI d Full ms2 432.8998@etd53.99 [100.0000-1309.0000]	2.560
706505	188	Predicted	0.380	0.180	30000	1	184	0	3	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	476543.5	0.003	sa_hcd	FTMS + c ESI d sa Full ms2 432.8998@etd53.99 432.8998@hcd30.00 [100.0000-1309.0000]	2.560
706505	189	Predicted	0.380	0.197	30000	1	184	0	3	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	431604.1	-0.010	sa_cid	FTMS + c ESI d sa Full ms2 432.8998@etd53.99 432.8998@cid30.00 [100.0000-1309.0000]	2.560
706505	190	Predicted	0.432	0.177	30000	1	185	0	3	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	246491.6	-0.011	etd	FTMS + c ESI d Full ms2 433.9022@etd53.99 [100.0000-1312.0000]	2.560
706505	191	Predicted	0.394	0.180	30000	1	185	0	3	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	353961.2	-0.020	sa_hcd	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@hcd30.00 [100.0000-1312.0000]	2.560
706505	192	Predicted	0.394	0.197	30000	1	185	0	3	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	322637.2	-0.062	sa_cid	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@cid30.00 [100.0000-1312.0000]	2.560
706505	193	Predicted	8.582	0.253	30000	1	186	0	2	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	411839.8	-0.018	etd	FTMS + c ESI d Full ms2 648.8459@etd121.47 [100.0000-1308.0000]	2.560
706505	194	Predicted	7.880	0.255	30000	1	186	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	419781.5	0.014	sa_hcd	FTMS + c ESI d sa Full ms2 648.8459@etd121.47 648.8459@hcd30.00 [100.0000-1308.0000]	2.560
706505	195	Predicted	7.880	0.262	30000	1	186	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	398121.3	-0.036	sa_cid	FTMS + c ESI d sa Full ms2 648.8459@etd121.47 648.8459@cid30.00 [100.0000-1308.0000]	2.560
706505	196	Predicted	11.576	0.135	30000	1	162	0	2	-35.76	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	669724.3	0.019	hcd	FTMS + c ESI d Full ms2 649.8489@hcd30.00 [100.0000-1310.0000]	2.560
706505	197	Predicted	24.617	0.135	30000	1	162	0	2	-32.55	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	529927.8	0.025	hcd	FTMS + c ESI d Full ms2 583.2990@hcd30.00 [100.0000-1177.0000]	2.560
706505	198	Predicted	8.281	0.253	30000	1	196	0	2	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	245805.5	-0.040	etd	FTMS + c ESI d Full ms2 649.8489@etd121.47 [100.0000-1310.0000]	2.560
706505	199	Predicted	7.490	0.255	30000	1	196	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	272430.6	0.017	sa_hcd	FTMS + c ESI d sa Full ms2 649.8489@etd121.47 649.8489@hcd30.00 [100.0000-1310.0000]	2.567
706505	200	Predicted	7.490	0.261	30000	1	196	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	261083.3	0.039	sa_cid	FTMS + c ESI d sa Full ms2 649.8489@etd121.47 649.8489@cid30.00 [100.0000-1310.0000]	2.567
706505	201	Predicted	24.423	0.268	30000	1	197	0	2	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	305036.7	-0.001	etd	FTMS + c ESI d Full ms2 583.2990@etd121.47 [100.0000-1177.0000]	2.567
706505	202	Predicted	22.281	0.269	30000	1	197	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	308895.2	-0.005	sa_hcd	FTMS + c ESI d sa Full ms2 583.2990@etd121.47 583.2990@hcd30.00 [100.0000-1177.0000]	2.567
706505	203	Predicted	22.281	0.276	30000	1	197	0	2	-1.00	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	291784.8	-0.005	sa_cid	FTMS + c ESI d sa Full ms2 583.2990@etd121.47 583.2990@cid30.00 [100.0000-1177.0000]	2.567
706505	204	On	0.268	0.146	60000	0	-1	-1.0000	0	-1.00	-1.00	211723730.504708	-151810970.067906	-6.75	-0.16	-0.17	568546.8	-0.016		FTMS + p ESI Full ms [350.0000-2000.0000]	2.567
706505	205	Predicted	0.380	0.199	30000	1	183	0	3	-25.99	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	668437.9	0.032	hcd	FTMS + c ESI d Full ms2 432.8997@hcd30.00 [100.0000-1309.0000]	2.567
706505	206	Predicted	0.394	0.135	30000	1	183	0	3	-26.01	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	470092.8	0.040	hcd	FTMS + c ESI d Full ms2 433.9021@hcd30.00 [100.0000-1312.0000]	2.567
706505	207	Predicted	7.880	0.244	30000	1	183	0	2	-35.71	2.00	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	679870.1	0.025	hcd	FTMS + c ESI d Full ms2 648.8460@hcd30.00 [100.0000-1308.0000]	2.567
706505	208	Predicted	0.401	0.205	30000	1	205	0	3	-1.00	1.60	211723797.430983	-151811066.037967	-6.75	-0.08	-0.09	595265.5	0.008	etd	FTMS + c ESI d Full ms2 432.8997@etd53.99 [100.0000-1309.0000]	2.567
